시장명,별점,리뷰
철원군 동송전통시장,2.6,['오늘 방문했는데 철원지역상품권 안받는 가게도 있더군요... 지역 재래시장에서 못쓰면 어디서 쓰라는건지... 물어보고 상품사세요']
철원군 와수시장,3,[]
춘천시 춘천번개시장,1.8,"['번개야시장 다신 안간다. 어디라고 말은 안하겠지만 조리하다가 맨 바닥에 떨어진거 그냥 주워서 다시 넣더라. 위생제로에 바가지물가', '아무것도 없던디요', '먹거리가 많지 않아요\n현금 결제로만 먹을 수 있습니다', '번개야시장 진짜 엉망이네요. 먹거리도 별로고 불친절하기도 하고. 다신 안 갈듯']"
춘천시 춘천서부시장,1,[]
춘천시 춘천풍물시장,4.3,"['남춘천역에서 멀지 않은곳에 있고 먹거리가 다양해서 좋았습니다', '5일장 때라 좋았어요', '치는 도넛츠 집 찾아버림', '야시장 있다길래 여행간김이 들렸는데 야시장 까진 아니고 푸드트럭 정도 입니다. 음식파는 푸드트럭 한 5개 잇고 그마저도 메뉴가 겹쳐서 옆에 롯데마트가서 음식사서 숙소들어갈려...더보기', '주말, 나들이 삼아 가면 먹거리, 볼거리가 풍성합니다.', '오일장이랑 야시장 맞춰가면 진짜 재밌어요ㅋㅋㅋ\n가격은 사악하긴한데\n노래도 듣고 맥주 한잔 싸악 하면 기깔납니다', '아무것도 없어....사람도없고...문연 가게도 없고 ㅠㅠ', '물건이 다양하고 싱싱해서 좋아용^^', '장날 가봤는데 생각보다 엄청 크더라구요. 간식거리.이것저것 사먹었어요! 좋았습니다.', '재밌었어요', '춘천오면 장날에 맞추어서 꼭 와봐야 하는곳', '매월 2, 7일이 5일장이 서는 날이며 식당등 상가동은 항시 영업하는곳...남춘천역 지나 공지천방향으로 경춘선기차고가 아래로 길게 늘어서있다...화장실등 편의시설 잘갖추어져 있고 깨끗하게 관리되는것 같다.']"
춘천시 춘천동부시장,4.7,"['찹쌀떡 사고 만두 칼국수 먹고..특별한건 없음', '시장두부 2500원 . 맛있어요']"
춘천시 제일종합시장,5,['예전에 혼수시장으로 이름을 날렸던 곳\n저렴하고 실력좋은 수선집들이 유명하니 꼭 들려보시길 :-)\n지하에는 맛있는 오래된 식당들이 있어서 같이 들려...더보기']
춘천시 춘천중앙시장,3.3,"['딱히 볼거리는 없고 주차장 불편\n그냥 다님', '주차장 최악', '볼 것도 먹을 것도 하나도 없음', '딱히 볼거리는 없네요']"
춘천시 춘천후평시장,4.6,"['25년 기준 4월~ 10월까지 매주 금토 열리는 야시장 \n사람엄청 많아요 ! 테이블 잡으시려면 일찍 가시는 걸 추천! \n현지네 전집에 부침개가 제일 맛있었고, 시장 음식들 모두 맛있어요!', '좋아요 젊은이들도 믾고 가족들도 많던데  술취한 노인 춤추고 진상 피던데 운영하시는 분들이 신경 쓰셔야 할듯', '아주 좋아요!', '아파트 근처의 있어서 아파트 주민들이 참 편해요']"
태백시 장성중앙시장,3.5,['태백산나물축제 라고 해서  가보았어요 ㅎ 근데 산나물축제 에 산나물이 없더라능 ㅠ 체험부스는 많이 해놓았지만 정작 한곳 에서만 박스에 포장된 나물 ? 명이나물 취나물 논개승마를  팔고...더보기']
태백시 황지자유시장,3.2,"['기대안하고 갔는데 시골스러움이 남아있네요^^', '감자 옹심이 맛있게 먹고 주변 튀김집 들렀다가 실망했어요. \n현금장사만 하려 하고 집에 와서 봤더니 잘디 잔 놈으로, 그것도 갯수도 하나씩 빼서 넣어뒀네요. 뜨내기 손님이라서 그러겠지만 그리 사는건 아닙니다.', '현금만된다고 하고 튀김샀는데 데워달라니 안데워주고 전도 차갑고 왜 시장가야하나 생각이듬', '외지인한테 돈더받는다. 소고기 특별히 맛있지 않았다.', '시장은 깨끗했고, 실비집 고기 맛났고 ㅎ\n금토요일 갔었는데...야시장 운영해서 재미있었어요', '조그마한 동네 식당입니다~!!', '공휴일은 주차비 무료입니다.', '근래 가본 시장 중에 가장 옛스런 느낌이 나는 시장. 깔끔하게 정돈 되어있고, 그리고 깔끔한 편임. 하지만 가격이 시골 시장 가격이 아님. 웬만한 식당 시갓 한끼에 만원 대임. 전집부터해서 너무...더보기', '그냥 전형적인 시장입니다.', '손님 없는 식당 가서 국밥하나 달라니까 혼자 왔냐고 물어보더니 구석탱이로 가서 앉으라고 면박준거까진 뭐 그렇다쳐도 주문 받으면서 1인분 카드 안받는다고 해서  대답도 안...더보기', '낮술 한잔하기에 좋습니다 다른테이블 할머님들도 단골이신지 소주 한병씩 드시고 계시더군요\n\n주차가 어려워요 절대...더보기', '부침개 집에서 비둘기가 기미하고 있음...']"
평창군 평창대화시장,1,[]
평창군 봉평전통시장,4.4,"['농수산물 5일장에 갔는데 가격 착합니다^^', '예전같지 않아요...\n부러 그 먼길 찾아갔건만...', '시장보는 재미가 쏠쏠함.', '봉평 5일장 볼거리 먹거리 다양하게 있네요.\n날짜가 맞다면 구경하는 재미가 쏠쏠 합니다', '1. 오일장 도입부에 있는 옛날과자 파는 아저씨 재치 있으시고 홀린듯이 약과를 구매했음! 적당히 달아서 맛있었고 시식으로 주신 유과가 너무...더보기', '봉평전통시장 오일장에 왔어요(2,7일장)\n공영주차장에 주차하면 바로보여요\n골목골목구경하는...더보기', '장날은 2일 7일입니다', '다양한 메밀요리가 있어요 ~\n근데 올해는 비 피해로 메밀축제는 안한데요.\n아쉽네요..ㅜㅜ', '불티나 도너츠(팥도너츠,) 맛있음. 찐빵도 같이 팜. \n맞은편 옥수수 파는 할아버지 정말 맛있다고 해서 만 원어치 샀는데, 지금까지 강원도에서 먹은 옥...더보기', '봉평에 갔으면 2일, 7일에 열리는 봉평시장 들릴만함.\n대화도너스가 유명한데, 꽈배기는 그냥 스마일꽈배기가 더 맛있고, 찹쌀 동그란 도너스는 쫄깃하면서 부드럽...더보기']"
평창군 진부전통시장,3.8,"['볼거리 살거리가 넘쳐나는 정겨운 곳입니다.', '구경거리 먹거리 좋아요', '5일장에서 튀김, 호떡, 오뎅 사 먹었는데 맛이 다 별로네요 ㅜ\n\n특히 호떡은 안에 꿀은 너무 적고 두껍기만해서 인생에서 ...더보기', '주민분에게 오일장[3,8일] 말고는 볼게 없다는 얘기를 듣고 쓸쓸히 돌아갔어요,,\n시장골목이 없는 시장은 처음 봤네요,,\n당시 오후 6시부터 금토 야시장이 열린다길래 기대했는데 푸드트럭 3개..???', '야시장 좋아요.', '여기 안에 전병 메밀전 진짜 맛잇음!!', '5일장 볼만 합니다']"
평창군 평창올림픽시장,3.7,"['저렴한 가격에 메밀요리 먹을 수 있어서 좋아요\n시장 규모가 아주 작지만\n메밀전병에 메밀막걸리면 크', '지방인 관계로 날이 저물면 대부분 문 닫습니디~\n참고용~', '마침 장날이라 구경잘했는데요\n메밀부침이랑 전병집이 몇군데 있던데요\n평창의 브랜드가치와 메밀...더보기']"
홍천군 홍천중앙시장,3.6,"['음식이 맛있어요', '모든만물좋아요', '홍천시장 인근 오픈하는 네일샵 이끌림\n사장님의 집안 범죄집안\n공무원집안 결혼했지만 간호조무사가 간호사로 사기치고 결혼하고\n포항에 P사 다니는 친오빠는 ...더보기', '길거리음식있는 전통시장 아닙니다. 실내인데 문열자마자 고약한 청국장 냄새? 꼬린내 엄청심해서 바로 발길돌림', '이러면 요즘 누가 시장감\n시장상가건물 안에 있는 떡집에서 떡 샀는데 2~3일 된 떡인지 겉면 개말라있고 딱딱함ㅋㅋㅋ 만오천원에 더 보태서 치킨이나 먹을걸;', '시장안 떡집 쑥떡 맛있어요\n5일 장날 아닌날 오후에 갔더니 한가했어요', '문연곳도 별로없고 그나마 연곳들은 전부 부침개만 팔고있었음.. 그흔한 야채도 안팔고... 살수있는게하나도없었음.', '군생활 추억의 시간.\n음식등 최고네요 .', '맛있어요', '솔직히 장날이 아니면 총떡하고 올챙이 국수 말고는 다른 특별한게 없어요.', '평범한 동네 먹자골목정도인곳']"
홍천군 홍천시장,3.6,"['음식이 맛있어요', '모든만물좋아요', '홍천시장 인근 오픈하는 네일샵 이끌림\n사장님의 집안 범죄집안\n공무원집안 결혼했지만 간호조무사가 간호사로 사기치고 결혼하고\n포항에 P사 다니는 친오빠는 ...더보기', '길거리음식있는 전통시장 아닙니다. 실내인데 문열자마자 고약한 청국장 냄새? 꼬린내 엄청심해서 바로 발길돌림', '이러면 요즘 누가 시장감\n시장상가건물 안에 있는 떡집에서 떡 샀는데 2~3일 된 떡인지 겉면 개말라있고 딱딱함ㅋㅋㅋ 만오천원에 더 보태서 치킨이나 먹을걸;', '시장안 떡집 쑥떡 맛있어요\n5일 장날 아닌날 오후에 갔더니 한가했어요', '문연곳도 별로없고 그나마 연곳들은 전부 부침개만 팔고있었음.. 그흔한 야채도 안팔고... 살수있는게하나도없었음.', '군생활 추억의 시간.\n음식등 최고네요 .', '맛있어요', '솔직히 장날이 아니면 총떡하고 올챙이 국수 말고는 다른 특별한게 없어요.', '평범한 동네 먹자골목정도인곳']"
화천군 화천시장,4.6,"['생각보다는 작은 규모지만 좋았습니다', '품질좋고 가격도 좋어요~~', '친절. 깨끗. 맛줗고. 신선.   가격 저렴\n종류 많음', '대부분 일찍 문닫은곳이 많아서 아쉬웠어요']"
횡성군 횡성시장,3.8,"['볼것도 먹을것도 맛집도 없어요\n식당들  작고 지저분하고 불친절하고 반찬도 성의없고 메인 육회더덕비비밥...부꾸미등...다 별...더보기', '쿠팡이며 네이버며 편하게 배송, 구입, 적립까지 가능한 시대지만 사라지지않게 소중한 장 ...더보기', '1,6  오일장으로 장이 크고 품목이 다양하다. 볼거리 살거리 먹거리가 풍성하고 인근 역사문화재 탐방도 가능하다.', '너무작고 물건도 단조롭고 특산품도없고 특색1도없음!', '강원도 여행 마치고 돌아오는길에 나물등 장좀 보신다길래 큰시장이라고 해서 들렸는데 횡성5일장에\n오면 모를까 큰시장이 안에는 거의 대...더보기', '1, 6일 장날이고 주차는 횡성군청에\n살아있는 전통시장으로 최고입니다.', '맛난것도 먹고  더덕김밥 맛있어요']"
서귀포시 대정오일시장,3.9,"['음식은 가격대비 괜찮아요\n오랜만에 오니 정겹네요\n+1일과 6일이 포함된 날만 엽니다', '1.6일 먹어 볼만한 가게\n\n자매식당 (순대국 꼬마김밥 고기국수) 세화오일장에...더보기', '젊은사람들이 굳이 가서 장을 볼 필요는 없습니다. 하나로마트보다 가격이나 품질대비 이점이 딱히 없고 일부 상인들의 무성의한 모습을 현금을 내면서 관람할 수 있어요(돈이...더보기', '1, 6일', 'ㅈㅅ이네 호떡팔이 아줌마 성격 진짜 ㅅ아오\n순서도 신경안쓰고 말도 씹고 장사하기 싫음 하지마세요 깡패들도아니고 현금배째장사 확다 신고버릴까보다', '참기름 순대  고기 한치 좋음 마감시간 늦게 겨우갔는데 많이 줍니다 김치만원어치사고  깻입도가져가시라하는데5000원어치 이만큼  주시네요 하나로마트 걍깻입사도 이거보다 적음', '생각보다 저렴하진 않고, 뙤약볕 피해 시장 구경 하긴 괜찮음. 분식집 튀김 맛없음.', '시장의 규모는 작긴 하나, 포르투갈의 라구스와 같은 실내의 시장이더군요. 모습은 동남아와 더 비슷하긴 하지만 재밌었어요. 특히 오복이네 오징어 튀김은 꼭 맛 보세요.', '과일가게 ?? 생선가게 ?? 채소가게 ??  잡화 ?? \n분식집만가지마세요', '와. 입구 앞 도넛과 가래떡볶이집...와..최악;\n리뷰남겨보긴 처음이네요. 가래떡 사선으로 자른거 4덩이..5천원. 가격을 떠나 너무 맛없어서..나원참..', '오징어튀김맛남 귤한라봉도 맛남', '이래저래 합리적 가격으로 재밌게 시장 구경하고 사긴 했는데 밑에 리뷰 오징어 튀김 극찬은 전혀 공감이 안됩니다. 기름 너무 많이 머금고 튀김옷 눅눅 오징어도 신선한거같지않고 기본이 안된 튀김이었네요', '맛있는거 알려드릴게요. 안으로 쭉 들어가면 녹두빈대떡 파는데 이집이 맛있어요. 포장도 얼마나 예쁘게 해주신지 ㅎㅎㅎ 같이 주신 양파장아찌랑 먹으니까 꿀맛♥', '오복이네인가 이름을 잊어먹었는데 정말 오징어튀김 꼭 드세요. 이만원어치 먹어도 너무 맛있을 튀김입니다. 육지에는 이런 튀김옷과 오징어가 절대 없습니다. 찹쌀도너츠는 떼다 파시나 했었는데 ...더보기', '코로나여서 그런지 제가 시간과 날짜를 잘못 맞춰간건지 열어있는곳이 없었습니다^^;;;;;;;', '박상원', '천혜향 맛집']"
서귀포시 모슬포중앙시장,3.4,"['없을 건 없고 있을 건 다 있는 로컬마켓', '맛없고 비ㅆ용 비추', '최근에 방문해서 이용하고 왔습니다', '여기 입구쪽 떡집이 아주 괜찮음 하지만 두번째가게를갔는데 들어가자마자 왜왔냐고하길래 무서워서 나옴', '구경할만한건 없어요\n그냥 작은 동네시장', '반찬가게 김치랑 맛있네요.\n 귤아주망은 갈때마다 몇번씩 만감류 사는데 가격도 다른데보다 착하고 맛있어요. 시장초입에 채소가게에서 완전 ...더보기', ""리뷰를 남기지 아니할수가 없네용\n'순화김치' 맛있는 오이양파무침을 비롯한 신선한 반찬이 숙소를 급 리조트로변경해서 ...더보기"", '짧아서 아쉬워요', '시장은 그냥 다좋음', '여행자분들 여기에 아무것도 없으니 가지마세요. 시장이라고 다 크다고 생각하면 오산 시장이 더...더보기']"
서귀포시 서귀포향토오일시장,4,"['4, 9일이나 주말에만 여는 시장입니다 ㅠㅠ 저처럼 바보같이 헛걸음 하시는 분 없길 ㅠㅠ', '호떡집만 줄 엄청 서있어요.\n저도 줄서서  사먹어봤는데 맛은 그냥 그래요ㅋ\n제주시오일장 보단 작구요. 관광객은  굳이 갈  필요는  모르겠어요.', '장날은 이곳으로 구경거리 먹거리 볼꺼리가 가득 갠적으로 시간이 되면 가는곳 막창순대도 맛있고 순대랑 머릿고기 파시는 사장님 너무나 친절하시고 맛도좋고 줄서서 기다려 먹는 호떡도 맛있네요 한번쯤 꼭가볼만한곳', '간식 사먹기 좋음 ㅎ', '주차장 넓고 이리저리 구경하는 재미도 있어요.', '레드키위 숙성된 거 사왔는데 아예 무르고 상처난 키위가 몇 개 있네요\n레드키위는 세화민속오일장에서 산게 더 맛있고 숙성...더보기', '처음 들어가자 보이는 황양푼파는 할머니 할아버지 계신곳 너무 친절하니 인심후한곳 \n호떡 사서 들고 들어갔는데 호떡값 몇천원 빼준다며...더보기', '제주시 오일장이 더 종류도 많고 볼거리도 많은 듯 해요\n\n그래도 제주도 마을오일장???보다는 큽니다', '현지인분들의 전통시장. 이게 진짜 시장이죠??', '재방문 의사 있음', '먹거리랑\n야채품질은 괜찮은듯 \n동네어르신들이라 다소 퉁명스럽긴해도 츤데레인듯해요', '그닥 싸지 않음 순대 튀김 호떡 당근사러감 \n\n참송이버섯 꼭 사먹으세요', '뚜벅이라면 굳이 올 필요는 없을 듯 합니다. 가격이 그리 싼편도 아니고, 친절하지도 않아요. 그리고 제가 간 과일가게(차도 바로 옆에 있는 작은곳, 간판없음)은 상태가 별로라서 ...더보기', '말하면 입아픔~\n직접 가보시길 추천~!!', '호떡을 사드세요 ㅋㅋ 추억의 공간 모자사고 잠옷사고 재미나게 보내다갑니다.\n콩국수도 맛남']"
서귀포시 서귀포매일올레시장,3.5,"['공영주차장 복잡하지만 이용 편리하고 사람은 많지만 맛은 보장된 올레시장', '너무 비싸요:; 그리고 장삿속이 넘 티나서 인상을 찌푸리게 되고:; 문제가 한두개가 아님:; 외국인들 대상으로 사기좀 안쳤으면 좋겠고 좋은 한국 이미지 때문에 왔던 외국인들의 좋은 기대와...더보기', '2025.06.04\n외국인 관광객 중심이 되어서 비싸지고 특색이 없어졌어요.. 제주도...더보기', '관광지보다 역시 시장이 저렴하다 관광지 인형 만원 여기 6천원', '제주도 가면 그냥 들러요', '밀감 사러갔다 종류도 많고, 나랑 옆에 있던 외국인이랑 시식용 하나 먹어봤는데 너무 새콤달콤 맛...더보기', '올레시장 먹거리는 모두 포장이 가능해요 -!\n걷다가도 먹고 포장해서도 먹고 살 찌는 길 ^_^...더보기', '제주도를 대표하는 시장. 단, 공영주차장 입구를 왜 시장에다 만들었을까 안타깝다는 생각이 들며, 비수기인지라 그런지 모르겠지만 딱새우회가 예전 방문했을 때만 못하다. 냉장고에 보관한 것 내어준듯 한데 비린맛 장난아니었음.', '맛 있는거도 많고 재미있어요', '너므 비쌈 뭐 사는건 비추 걍 주차료 천원내고 관광용으론 좋음', '?? ?? ?? \n상품이 다양해서 구경하는 재미는 제주도 시장 중 탑이지만  제주의 특색은 ...더보기', '시식해보라고 주는건 ㅈㄴ달고 맛나서 천혜향 샀는데 사서 들고와서 먹어보니 너무 셔서 하나먹고 치움.. 3개에 6천원.. 다신 과일 안삼 저기서.. 이름이 xx이네농장.. 과일집중 첫집임', '인제 나이가 들었는지 주말에 다녀와서 그런건지\n사람도 많고 좀 알려진거 먹으려먄 한참 줄서야해서 좀 별로임 지극히 개인적인 취향임', '군것질거리가 많아 먹으면서 구경하기 좋아요~', '그럭저럭..', '서귀포 갈때마다 무조건 가는 곳\n현금만 받는 할머니들이 많지만\n맛과 품질, 가격으로 모든걸 커버', '그냥 구경정도는 괜찮아요.']"
서귀포시 고성오일시장,3.5,"['우연히 시기가 맞아 지나가다 방문한곳\n규모가 크진않지만 있을건 알차게 갖춘곳\n구경하다 어디서 많이 본것같은데....더보기', '알차게 있을 건 다 있는 오일장 재미있습니다', '위생이.. 조금 아쉽', '날짜 맞춰가면 좋아요~~~ 재밌어요 야채 왕창 사고 옴\n아침 9시대 가세영~', '오후 2시에 갔었는데 거의 파장이네요', '4.9.14.19.24.29 이렇게 오일장 입니다', '내가 봤을때 오일장 열리는 날짜도 모르는 날에 와서 별점테러하고 악플다는 사람들은 속히 병원에 가봐야 하지 않을까 싶다', '별로', '큰 시장 생각하고 가시면 안되고 시골마을 장이라고 생각하시면 될거같아요. 수면바지, 고무줄바지 등등 저렴하게 5000원에 판매하고 계셔서 구매했습니다. 과일도 저렴하고 도라지청,...더보기', '혼저도 말고 갈거없서예.', '3시 쫌 안되서 갔는데 파장이네요. \n작은시장인건 알고 있었는데 문 닫는시간이 너무 빨라요.', '2시면 문닫아용', '시흥리에서 한달살이 중 2번정도 갔는데 대부분 인근 하나로마트보다 더 비싸고 품질 안 좋음.', '4.9일']"
서귀포시 중문오일시장,3.2,"['현지인들이 장보는 작은 시장입니다:) 할머니한테 귤이 저렴해서 샀는데 완전 상태 안좋네요;; 생선가게에서 보고 있는데 건너편 매대에 씨앗 팔고있는 아줌마가 자기 가게 막지말라고 성질내고 난리예요 인심 무엇...더보기', '아주 자그마한 오일장\n가격도 그리 저렴하지 않음', '주차장 건물이 따로 있으면 사람들이 많이 운전 조심해야 하며 관광지 평범한 재래시장임', '관광객용이  아님.  비추', '신선한 생선들 좋아요', '실망했음\n동네시장보다 작아요.\n오일장 날짜 맞춰 특산물 구경 갔는데\n볼...더보기', '시설은 훌륭한데....\n볼거리 먹을거리 변변한게 없고 상인들은 불친절하고 별하나도 아까운 안타까운 오일장.', '3.8일']"
서귀포시 표선오일시장,3.1,"['규모는 작지만 채소사러 종종갑니다. 지인은 별관에 생선사러 자주감.\n바깥쪽 채소상에서 미나리 오천원어치 샀는데 몇날몇일을 먹었네요 싱싱해서 그런지 몇일간 두고 먹었...더보기', '2, 7일에 운영하는 5일장. 날짜가 맞다면 들릴만함. 오후에는 파장하니 오전에 가야함.', '국밥7천원 준수한 맛이다. 냄새 민감한 사람은 비추요. 부엌칼 삿는데 잘 잘림. 5월7일 방문. 고기국수 먹음. 고기가 거의8저 이상 들어가고 7천원. 들 깨가루 때문인...더보기', '평소에 생각하는 시골장터의 훈훈한 풍경을 예상한다면 보기좋게 빗나갑니다.\n근처 슈퍼(유드림마트,하나로마트)보다 훨씬 비싼 가격. 넉넉한 인심? 눈을 씻고 찿아도 없습...더보기', '2.7일', '시장은 제주인중심의 생활 시장.\n내부에 있는 국밥집은 안가는 게 정신 건강에 좋을 듯\n식사를 할거면...더보기']"
제주시 세화오일시장,4.2,"['사람 많이 없고 바다 보이는게 너무 예쁨', '여기 과일 가게에서 애플망고 4알 사서 앞에 세화해변에 앉아서 맛있게 먹고 왔어요.??\n제가 혼자 여행하면서 먹으려는 거라 조금만 살 수 있는지 물어보려고 눈치보면서 어물...더보기', '김치 500g에 5천원임 과일은 마트랑 비슷하지만 당도가 훨씬 높아요. 호떡. 분식집도 너무 맛있고 핫도그 소시지가 엄청 크고 반죽은 얇아서 너무 맛있어요', '제주오일장은 ㄷ', '시장 분위기가 너무 좋아요~! 바가지 없고 상인분들이 친절하셔서 더 좋게 느껴졌어요?? 과일 저렴하고 맛있었어요~', '우리집에서 제주도까지 제일먼곳….\n1시간30분걸림~\n언제 가보나…오일장 옆에 모모장 궁금하네', '5,10,15,20,25,30일', '제주도 가시면 꼭 들러 보시라고 하고 싶어요.\n장날만여니까 날짜 꼭 확인하시고요,\n생선 좋은거...더보기', '과일 저렴하고 맛있어요.\n분식이랑 호떡은 기대하지 마시고 시장 감성으로 드시면 될것 같아요~ 쑥호떡 다들 드시길래 먹어봤는데 엄청 맛...더보기', '구경거리 많고 호객행위가 많지만 친절해요.', '바닷가앞 시장입구 튀김 국수 떡뽁기집 손님 많고  맛두 괜잖은데  위생상태 너무하네요\n설거지통에서 행주빨고  그냥그물에 ...더보기', '아주 좋은 시장, 올레길을 걷는 동안 미식가를 위한 완벽한 장소. \n>>> 시장 끝에 있는 해변을 마주보는 구석에 있는 작은 식당은 완벽했고, 아주 좋은 분위기와 맛있는 떡볶이 !!!', '품목도 다양하고 김치도 싸고 맛이 좋네요\n입구에 과일가게도 친절하고 좋았어요\n레드키위 시식해보고 너무...더보기', '바가지 없구 조하요!!!', '5,10,15,20,25,30일마다 열리는 오일장~\n아침부터 오후 2시까지 하더라구요\n\n과일이 하나로마...더보기', '역시 5일장\n가격 저렴하고 인심좋고~~', '도민들의 유일한 놀거리.볼거리', '다 모르겠고 일단  과일은 하나로마트보다 싸고 좋음', '튀김에 맥주 으아']"
제주시 도남시장,2.3,['볼거 없음']
제주시 제주시민속오일시장,4,"['2,7일 오일장임..', '주차는 아주 복잡하고 어려움. 많은 차가 몰리기 때문', '신기하고 재밋는경험', '전국에서 제일 큰 오일장이라던데 어마어마한 규모에 깜짝 놀랐습니다. 품목도 다양하고 볼거리도 많아요. 동문시장은 너무 해외 관광객 위주라 실망이었는데 여긴 또 가보고 싶을 만큼 재밌었어요. 옥돔이...더보기', '제주도에서  제일 큰 오일시장   가서 이것저것 구경하시고  먹거리도 많아 드시고 오셔도될듯', '제주 3년살면서 오늘 처음가봤어요\n장날이면 사람이 많고 복잡해보여서 일부러 안갔었는데\n지인들하고 낮술...더보기', '제주시에서 제일 큰 오일장으로 야채나 생선, 달걀 등 로컬 식재료는 신선하고 저렴한 편이다. 특히 제주...더보기', '몇년만에 온건지 기억도 안나요ㅎㅎ 주차창 바닥도 변했고 많이 좋아졌어요 인기가 많아서 호기심에 와서 먹었는데 좋긴한데 줄서서 먹는거 안좋아해서 다신 안올꺼 같아요', '진짜 비싸고 주차 너무힘들어요 사람 많아서 미어터짐', '없는게 없어요 2일 7일 열림\n떡볶이 필수 비싸지만 쇼핑도 식후경', '과일은 복불복이지만 생선이나 건어물 먹거리가 좋아요', '2일 7일 오일장', '다음에는 버스를 이용하려고요', '도민과 관광객 모두 많은 오일장.\n잡곡.건어물.야채.과일.생선.모종.분식.식당.칼갈이 뻥튀기 없는거 없이 다팔아요.ㅎㅎ\n12...더보기']"
제주시 제주시서문공설시장,3.1,"['중간쯤있는 순대는 보시다시피 스테이플러 나왔음\n천천히 안먹었으면 삼킬뻔했음\n확실히 굽혀져있는것도 아니고 ...더보기', '술자리에서 싸고 많은 고기를 맛에 상관없이 구워먹고 먹을만한 찌개를 곁들이는 경우에 알맞음.\n정육점 고기값은 보통의 마트 수준. 크게 구별되는 풍미는 거의 없으며 육질...더보기', '서문시장 앞 가판대 과일가게 가지마세요\n상품도안좋고 \n현...더보기', '식당 입구 쪽인데 할머니가 채소 장사하는곳은 걸르세요 겉만 멀쩡하고 속은 다 썩은거 줍니다', '시장 정육점에서 쇠고기 돼지고기 구입후 식당가에서 상차림 비용 10000원으로 구입한 고기를 이용할수있다. 식당은 여러곳 있으니 골라서 선택하시길. 서문시장은 ...더보기', '고기 사서 상차림 잘해주는 식당을 잘 골라야함\n잘못 고르면 비싼 소고기도 똥됨ㅋ\n\n...더보기', 'They are selling fruits at the entrance. The fruits there are not in good condition. You buy good fruits at the mart', '고기 맛집', '닭꼬치가 맛있었습니다', '무사 평점 이렇지?\n술안먹으면 약간 눈치보임', '근처에 있길래 함 가봤는데 시장도 작고 열려잇는 곳도 별로 없네용 동문시장 갑시다', '제주 현지인입니다.\n지난번에 육지에서 지인들이 많이 왔습니다.\n그래서 동문시장도 좋지만 서문시장이 정육식당 특화시장이니...더보기', '정육점+식당(상차림)=흑돼지']"
제주시 제주동문수산시장,3.8,"['흠.. 미리포장된건 천사채랑 오래 맡닿았다보니 회 밑부분은 살결이 느껴질만큼 익음 못먹을 정돈 아니지만 돈내고 먹을정돈 아님..', '??????…\n여기…가볼만해요…', '여기 아니면 딱새우랑 해산물 이렇게까지 싸게 먹을 수 있는 곳 있을까 싶네용...', '김치말이 삼겹살 여기서 사지마세요 줄서서기다려서 샀더니 밥이 쉬었네요 쉰밥으로 만든 상품을 팔다니..카드기 고장났다고 현금만 받는것도 맘에 안들고 장사 정말 거지같이 하는 곳이네요....더보기', '옥돔은 죄다 수입산\n수입이라해서 안산다니 돈내려고 들고있던걸 뺏으려하고 다른가게가서 사면 손님을 신고하겠다 협박까지 ??????', '좋아요', '사람 엄청 많구..! 비쌉니당 ㅜㅜ\n주차 너무 힘들아욥', '사장님들 친절하시고 맛도 좋은데 사람이 너무 많고 쓰레기가 여기저기 있어요ㅠㅠ', '야시장 먹을것도 많고 볼거리도 많습니당', '택배 시키지 마세요 속아요', '시장이 전반적으로 가격이 미쳤습니다. 근데 회 맛은 그냥 그랬어요. 상태 솔직히 다 비슷해 보이긴 했는데 매장바이매장인데 제가 맛집을 못찾은걸지도?', '어느 지역에나 있는 유명 시장\n우리횟집은 맛있고 가격이 좋았음\n손흥민 닮아 축구 유니폼을 입고 팔았던 마늘 닭강정집 닭은 정...더보기']"
제주시 제주시동문재래시장,2.4,"['3층규모의 공영주차장 (유료)', '동문야시장 구경하려고 방문했습니다. 평일 7시쯤에 가니 복잡하지만 자리는 넉넉해서 2층에 주차했습니다. 주차안내해주시는 직원분도 일방통행 진입로와 2층에 서계셔서 좋았습니다. 주차료는 저...더보기', '출입구를 같이 쓰는데 좁아서 들어오는차 있으면 모든차가 나갈수가 없습니다. 관리하는 사람도 없어요.', '주차 지옥이 따로 없었다.', '제주도 여행 첫날 밤숙\n소 근처에 있는8번게이트 동문야시장에 왔습니다.\n역시 여행의 묘미는...더보기', '차량 가득 차 있어서 관리 힘들어 보임\n유동인구 많아서 어쩔 수 ...더보기', '한낮에 갔는데 꼭대기층만 비어있어요\n경차할인은 미리 얘기해야 한답니다', '너무 좁은데 차가 어마많음', '살면서 본 것중에 가장 정신나간 주차장', 'ㄹㅇ 노답인게 주차차량이 많아서 입구에서 다른차 나가는거까지 기다리고 있어도 요금부과시킴 직원이 들어가지 말고 기다리라더니 도로위...더보기', '차 꽉 막혀서 노답', '공사중이에요.', '일요일 빼곤 모두 유료네요 (공휴일도요)\n생각보다 주차공간이 별로 없고 일방통행으로 좁아서 주차장 한바퀴 도는데만 시간이 꽤 걸려요']"
제주시 보성시장,3,"['순대국밥은 맛있었는데 \n모둠은 돼지 내장의 특유의 냄새가 났어요.\n순대는 너무 맛있었어요.', '주차장 너무 더럽고 냄새나요.', '화장실에서 왜들 그렇게 담배를 뻑뻑 펴대는지 너구리 굴도 아니고 하하']"
제주시 중앙로상점가,,[]
