시장코드,시장명,지번주소,도로명주소,시도,시군구,시장개설주기,점포수,개설연도,취급품목,아케이드,엘리베이터/에스컬레이터,고객지원센터,스프링쿨러,화재감지기,유아놀이방,종합콜센터,고객휴게실,수유센터,물품보관함,자전거보관함,체육시설,간이도서관,쇼핑카트,외국인안내센터,고객동선통로,방송센터,문화교실,공동물류창고,시장전용고객주차장,교육장,회의실,자동심장충격기,공중화장실,주차장,위도,경도,전화번호
a51050026,서면중앙시장,부산광역시 부산진구 전포2동 608-1,부산광역시 부산진구 동성로 143,부산광역시,부산진구,매일,180,1981,자동차부품,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.16087856,129.0632892,051-803-9884
a51050033,전포놀이터시장,부산광역시 부산진구 전포동197-6,부산광역시 부산진구 전포대로 256번길 109,부산광역시,부산진구,매일,70,1972,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,35.1589864,129.0670129,051-818-2212
a51050027,성곡종합시장,부산광역시 부산진구 초읍동271-6,부산광역시 부산진구 새싹로 207-6,부산광역시,부산진구,매일,40,1978,농산물+수산물+가공식품+의류+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,35.17478551,129.0480782,051-807-6773
a51050031,초읍시장,부산광역시 부산진구 초읍동225,부산광역시 부산진구 성지로51번길 60,부산광역시,부산진구,매일,59,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,35.17731295,129.0528903,051-809-0636
a51080007,정이있는구포시장,부산광역시 북구 구포1동 599-15,부산광역시 북구 구포시장2길 8,부산광역시,북구,3일+8일,750,1934,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.20835511,129.0038538,051-333-9033
a51080004,구포축산물도매시장,부산광역시 북구 구포2동 1188-3번지,부산광역시 북구 사상로583번길 25,부산광역시,북구,매일,165,1970,축산물,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.19619211,128.9892082,051-301-3517
a51080001,덕천시장,부산광역시 북구 덕천동 411-5,부산광역시 북구 덕천동 411-5,부산광역시,북구,매일,140,1980,가공식품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,35.21121969,129.0134242,
a51080005,만덕시장,부산광역시 북구 만덕1동 829,부산광역시 북구 만덕1로24번길 8,부산광역시,북구,매일,63,1976,농산물+가공식품,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,35.21449706,129.0353682,051-332-7612
a51080009,만덕2동제일상가시장,부산광역시 북구 만덕2동 945-2,부산광역시 북구 함박봉로140번길 109,부산광역시,북구,매일,40,1995,농산물+가공식품,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,35.2022338,129.0361266,
a51150001,감전제일상가시장,부산광역시 사상구 감전동 121-12,부산광역시 사상구 새벽로168번길 21-11,부산광역시,사상구,매일,23,1977,농산물+가공식품+의류+신발+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,35.15632532,128.9845484,
a51150008,부산산업용재유통상가,부산광역시 사상구 감전동 152-2,부산광역시 사상구 새벽로 131,부산광역시,사상구,매일,830,1995,농산물+축산물+가공식품+음식점,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,35.15327637,128.9810744,051-324-3913
a51150010,부산새벽시장,부산광역시 사상구 감전동 143-16,부산광역시 사상구 새벽로 141,부산광역시,사상구,매일,289,2006,농산물+축산물+수산물+가공식품+음식점,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.15414647,128.9824232,051-323-9002
a51150024,감전시장,부산광역시 사상구 감전동121-12,부산광역시 사상구 새벽로168번길 21-6,부산광역시,사상구,매일,143,2017,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,35.1561407,128.984607,
a51150002,고려쇼핑센터,부산광역시 사상구 괘법동 535-11,부산광역시 사상구 사상로 207,부산광역시,사상구,매일,158,1985,농산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.16362495,128.9841897,
a51150009,부산산업용품상협동조합,부산광역시 사상구 괘법동 578,부산광역시 사상구 괘감로 37,부산광역시,사상구,매일,1006,1998,산업용품,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.15975736,128.9804306,051-319-0900
a51150019,르네시떼시장,부산광역시 사상구 괘법동 529-1,부산광역시 사상구 광장로7,부산광역시,사상구,매일,2620,1999,의류+신발+가정용품+음식점,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.16433455,128.9777212,051-319-5000
a51150023,사상시장,부산광역시 사상구 괘법동 379-1,부산광역시 사상구 사상로250번길58 괘법동 ,부산광역시,사상구,매일,220,2017,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,35.1666584,128.9855035,051-323-5212
a51150018,복이있는덕포시장,부산광역시 사상구 덕포동 421-13,부산광역시 사상구 사상로293번길12,부산광역시,사상구,매일,180,2007,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,35.17128054,128.9822575,051-303-8393
a51150015,우신종합상가,부산광역시 사상구 모라동 1362,부산광역시 사상구 백양대로 880,부산광역시,사상구,매일,152,1992,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,35.18311806,128.9912824,051-312-7400
a51150020,모라전통시장,부산광역시 사상구 모라동 1089-3,부산광역시 사상구 사상로 483,부산광역시,사상구,매일,94,2014,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.18762397,128.9874406,051-969-5353
a51150011,부산광역시건축자재판매협동조합,부산광역시 사상구 엄궁동 642,부산광역시 사상구 강변대로 570,부산광역시,사상구,매일,71,1996,사무실,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,35.13287687,128.9653867,
a51150012,부산광역시철강판매협동조합,부산광역시 사상구 엄궁동 643-4,부산광역시 사상구 강변대로 532 17-26,부산광역시,사상구,매일,50,1997,음식점+철강공장,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35.13320862,128.9666014,
a51150016,주례현대무지개상가,부산광역시 사상구 주례동 530-5,부산광역시 사상구 주례로 93,부산광역시,사상구,매일,145,1996,농산물+축산물+가공식품+의류+신발+가정용품+음식점,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,35.14496154,129.0049881,051-324-6551
a51150022,주례럭키종합상가,부산광역시 사상구 주례동 595-4,부산광역시 사상구 가야대로 284번길 12,부산광역시,사상구,매일,72,2014,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.14874465,129.0029195,051-311-3650
a51150003,구덕대림상가,부산광역시 사상구 학장동 167-3,부산광역시 사상구 학감대로49번길 62,부산광역시,사상구,매일,30,1992,농산물+음식점+학원 사무실 미용실 세탁소,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,35.13532193,128.9922457,
a51150007,학장반도보라상가,부산광역시 사상구 수산시 사상구 학장동 573-1,부산광역시 사상구 수산시 사상구 대동로 98,부산광역시,사상구,매일,134,1994,농산물+축산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.1372845,128.9791729,051-323-6453
a51150014,영해종합시장,부산광역시 사상구 학장동 570-2,부산광역시 사상구 학감대로 109-10,부산광역시,사상구,매일,32,1995,축산물+가공식품+음식점,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,35.14070935,128.9879557,
a51100004,감천시장,부산광역시 사하구 감천 1동 471,부산광역시 사하구 옥천로 8,부산광역시,사하구,매일,44,1975,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+화장품,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,35.08826869,129.0055178,
a51100003,감천2동시장,부산광역시 사하구 감천 2동 13-13,부산광역시 사하구 옥천로75번길 17,부산광역시,사하구,매일,51,1979,농산물+수산물+가공식품+의류+신발+음식점+방앗간,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.09387881,129.0088484,
a51100006,괴정골목시장,부산광역시 사하구 사하로 198,부산광역시 사하구 사하로 198,부산광역시,사하구,매일,173,1973,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.09934084,128.9937052,
a51100011,사하시장,부산광역시 사하구 괴정동 550-38,부산광역시 사하구 장평로 451,부산광역시,사하구,매일,52,1977,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,35.09835125,128.986466,
a51100007,다대씨-파크,부산광역시 사하구 다대동 680-2,부산광역시 사하구 다대동로 20,부산광역시,사하구,매일,233,1996,농산물+수산물+가공식품+가정용품+음식점+목욕탕 볼링장,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.05514162,128.9719714,
a51100009,당리시장,부산광역시 사하구 당리동 143-1,부산광역시 사하구 제석로62번길 16,부산광역시,사하구,매일,31,1980,농산물+축산물+수산물+가공식품+가정용품+음식점+떡집,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,35.10546316,128.9753435,
a51100015,하단시장,부산광역시 사하구 당리동 302-7,부산광역시 사하구 승학로2번길 1,부산광역시,사하구,매일,55,1978,농산물+수산물+가공식품+의류+신발+가정용품+음식점+까페,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,35.10627945,128.9694852,
a51100012,신평종합시장,부산광역시 사하구 신평1동 111-213,부산광역시 사하구 다대로134번길 44 신평시장상가아파트,부산광역시,사하구,매일,43,1981,농산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선 페인트,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,35.09157799,128.9768724,
a51100016,신평골목시장,부산광역시 사하구 신평1동 111-282,부산광역시 사하구 다대로134번길 27,부산광역시,사하구,매일,106,1975,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.09107824,128.9771235,
a51100001,장림시장,부산광역시 사하구 장림동 792-7,부산광역시 사하구 장림번영로 22,부산광역시,사하구,매일,30,1976,농산물+수산물+가공식품+가정용품+음식점,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,35.08093025,128.9677464,
a52100001,장림골목시장,부산광역시 사하구 장림동 641-268,부산광역시 사하구 장림시장 5길 95,부산광역시,사하구,매일,103,1977,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,35.0804627,128.9676804,051-261-5354
a51100002,가락타운상가시장,부산광역시 사하구 사하구 하단1동 1175,부산광역시 사하구 하신번영로 233 가락타운2 3단지,부산광역시,사하구,매일,130,1992,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.10107699,128.9579668,051-205-9867
a51100017,하단오일상설시장,부산광역시 사하구 하단 1동 620-8,부산광역시 사하구 제석로17번길 1,부산광역시,사하구,2일+7일,108,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.10372566,128.9708055,051-900-0821
a51100013,에덴시장,부산광역시 사하구 하단2동 487-6,부산광역시 사하구 낙동대로535번길 28,부산광역시,사하구,매일,30,1980,농산물+축산물+수산물+가공식품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.11148597,128.9629645,
a51100018,에덴골목시장,부산광역시 사하구 하단2동 500-29,부산광역시 사하구 낙동대로535번길 33,부산광역시,사하구,매일,46,1988,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35.11114738,128.9627261,
a51020010,충무동새벽시장,부산광역시 서구 남부민동 685-1,부산광역시 서구 해안새벽시장길 68 남부민동 ,부산광역시,서구,매일,149,1965,농산물+축산물+수산물,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.09276733,129.0249253,051-242-7273
a51020003,동대신1동골목시장,부산광역시 서구 동대신동1가129-6,부산광역시 서구 대영로 74번길 4 동대신동1가 ,부산광역시,서구,매일,40,1978,농산물+축산물+수산물+가공식품+가정용품+음식점,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,35.1103097,129.019196,
a51020002,대신시장,부산광역시 서구 동대신동1가 113-1,부산광역시 서구 대영로 78 동대신동1가 ,부산광역시,서구,매일,91,1932,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,35.11037336,129.0197021,051-242-1459
a51020004,서대신1동골목시장,부산광역시 서구 서대신동1가 149-4,부산광역시 서구 대영로 30번길 19-1 서대신동1가 ,부산광역시,서구,매일,45,1950,농산물+가정용품+음식점,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,35.1086586,129.0144397,
a51020005,서대신동골목시장,부산광역시 서구 서대신동2가 99-5,부산광역시 서구 구덕로295번길 4 서대신동2가 ,부산광역시,서구,매일,91,1952,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,35.11041299,129.0173233,051-253-8814
a51020007,아미시장,부산광역시 서구 아미동 2가 96-11,부산광역시 서구 아미초장로 132 아미동2가 ,부산광역시,서구,매일,34,1960,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,35.09965023,129.0174856,
a51020006,송남시장,부산광역시 서구 암남동 346-2,부산광역시 서구 충무대로 34 암남동 ,부산광역시,서구,매일,98,1978,농산물+축산물+음식점+옷수선,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.07851,129.0168108,051-255-4059
a51020009,충무동해안시장,부산광역시 서구 충무동 1가 43-1,부산광역시 서구 자갈치로 14-12 충무동1가 ,부산광역시,서구,매일,81,1965,농산물+축산물+수산물+가공식품+음식점,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,35.09593786,129.0261002,051-247-7740
a51020008,충무동골목시장,부산광역시 서구 충무동1가 38-32,부산광역시 서구 충무대로267번길 5 충무동1가 ,부산광역시,서구,매일,151,1967,음식점,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.09428445,129.023658,051-242-3722
a51140002,광안시장,부산광역시 수영구 광안동559-2,부산광역시 수영구 수영로603번길 18,부산광역시,수영구,매일,56,1955,농산물+축산물+수산물+가공식품,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,35.16017853,129.1124667,
a51140001,삼익비치B상가시장,부산광역시 수영구 남천동 148-5,부산광역시 수영구 광안해변로 95,부산광역시,수영구,매일,111,1981,농산물+축산물+수산물+가공식품+의류,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,35.14321509,129.1139786,051-626-8843
a51140005,남천해변시장,부산광역시 수영구 남천동556,부산광역시 수영구 광안해변로15번길 77,부산광역시,수영구,매일,154,1989,농산물+축산물+가공식품+의류+신발,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,35.13915725,129.1090438,051-624-9646
a51140013,삼익비치A상가시장,부산광역시 수영구 남천동 148-9,부산광역시 수영구 광안해변로 95,부산광역시,수영구,매일,109,1980,가공식품+신발+가정용품,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.14321639,129.1139867,
a51140007,망미삼성상가시장,부산광역시 수영구 망미동777,부산광역시 수영구 연수로3120번길 74,부산광역시,수영구,매일,25,1992,가정용품+근린생활서비스,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,35.16942604,129.1028127,
a51140008,망미새상가시장,부산광역시 수영구 망미동 831-13,부산광역시 수영구 연수로263번길 12-32,부산광역시,수영구,매일,43,1977,농산물+축산물+수산물,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,35.17360458,129.100461,
a51140010,망미중앙시장,부산광역시 수영구 망미동 431-6,부산광역시 수영구 망미배산로10번길 40외,부산광역시,수영구,매일,104,1980,농산물+축산물+수산물+가공식품+가정용품,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.17568162,129.106878,051-761-2488
a51140003,광안어패류시장,부산광역시 수영구 민락동181-72,부산광역시 수영구 민락수변로7번길 19,부산광역시,수영구,매일,60,1989,수산물,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,35.1555939,129.1245334,
a51140011,민락어패류시장,부산광역시 수영구 민락동 181-8,부산광역시 수영구 광안해변로 278,부산광역시,수영구,매일,65,1989,수산물,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,35.15569625,129.1243496,051-754-2822
a51140012,민락회타운시장,부산광역시 수영구 민락동 184-84,부산광역시 수영구 민락수변로 1,부산광역시,수영구,매일,61,1990,수산물,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.15555236,129.1238191,051-757-3000
a51140020,민락골목시장,부산광역시 수영구 민락동 190-1,부산광역시 수영구 광안해변로 277번길 28-8외,부산광역시,수영구,매일,84,1983,농산물+축산물+수산물+가공식품,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.15711176,129.1244534,051-751-5264
a51140023,민락씨랜드시장,부산광역시 수영구 민락동 181-228,부산광역시 수영구 광안해변로 299,부산광역시,수영구,매일,55,1998,수산물,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.15697591,129.1263963,051-757-9724
a51140018,수영팔도시장,부산광역시 수영구 수영동 305-3,부산광역시 수영구 수영로725번길 36외,부산광역시,수영구,매일,133,1981,농산물+축산물+수산물+가공식품,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,35.16877627,129.116898,051-751-8585
a51130003,거제시장,부산광역시 연제구 거제동 486-1,부산광역시 연제구 거제시장로14번길28,부산광역시,연제구,매일,88,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,35.18193034,129.0727857,051-852-6134
a51130002,영남종합시장,부산광역시 연제구 연산동 1364-2,부산광역시 연제구 중앙대로1031-1,부산광역시,연제구,매일,33,1978,가공식품+음식점+근린생활서비스,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,35.18077628,129.077026,051-852-0046
a51130005,연미새시장,부산광역시 연제구 연산동 2122-26,부산광역시 연제구 배산로22번길3,부산광역시,연제구,매일,33,1977,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,35.17412971,129.0945818,
a51130008,연일시장,부산광역시 연제구 연산동 636-28,부산광역시 연제구 고분로 24,부산광역시,연제구,매일,50,1978,농산물+가공식품+의류+가정용품+음식점+근린생활서비스,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,35.18557048,129.0848866,
a51130009,연천시장,부산광역시 연제구 연산동 364-1,부산광역시 연제구 과정로276번길28,부산광역시,연제구,매일,90,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,35.18978505,129.0980902,
a51040002,영도봉래시장,부산광역시 영도구 봉래동 3가 13-2,부산광역시 영도구 태종로105번길 36,부산광역시,영도구,매일,137,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.09272066,129.0432785,051-413-3111
a51040001,남항시장,부산광역시 영도구 영선동2가 64-6,부산광역시 영도구 절영로 49번길 73-5,부산광역시,영도구,매일,228,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.08890779,129.0422624,051-414-9500
a51040003,청학시장,부산광역시 영도구 청학동 297-1,부산광역시 영도구 태종로 316번길 1,부산광역시,영도구,매일,80,1970,농산물+축산물+수산물+가공식품+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,35.09660365,129.0603377,
a51010009,남포동건어물도매시장,부산광역시 중구 남포동1가 62-1,부산광역시 중구 용미길10번길 1,부산광역시,중구,매일,122,1934,가공식품,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.09683884,129.034719,051-254-3311
a51010003,자갈치시장,부산광역시 중구 남포동4가 37-1,부산광역시 중구 자갈치해안로 52,부산광역시,중구,매일,320,1970,수산물+가공식품+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.09661069,129.0305905,051-245-2594
a51010024,부산자갈밭시장,부산광역시 중구 남포동4가 37-1,부산광역시 중구 남포동 자갈치해안로 52,부산광역시,중구,매일,63,1970,수산물+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.09661069,129.0305905,051-231-2263
a51010017,신동아수산물종합시장,부산광역시 중구 남포동5가 92,부산광역시 중구 자갈치로 42,부산광역시,중구,매일,520,1986,수산물+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.09671506,129.0286633,051-246-7500
a51010018,신천지시장,부산광역시 중구 남포동6가 3,부산광역시 중구 자갈치로 33,부산광역시,중구,매일,147,1980,의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.09704464,129.0278162,051-246-1012
a51010001,보수종합시장,부산광역시 중구 보수동3가 46-1,부산광역시 중구 보수대로 94,부산광역시,중구,매일,52,1978,농산물+가공식품+음식점+가내공업,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.10421143,129.0218183,052-255-3601
a51010014,창선상가,부산광역시 중구 부평동1가 13-6,"부산광역시 중구 중구로 44, 331호",부산광역시,중구,매일,144,1948,가정용품+기계 공구,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.10193912,129.027751,051-246-9565
a51010013,부평깡통시장,부산광역시 중구 부평동2가 16,부산광역시 중구 부평1길 39,부산광역시,중구,매일,462,1910,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.10128805,129.0257282,051-243-1128
a51010021,월드밸리,부산광역시 중구 부평동2가 2,부산광역시 중구 대청로 60,부산광역시,중구,매일,300,1995,의류+장식품,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.10280033,129.0263688,051-256-7751
