시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
인천종합어시장,상설장,인천광역시 중구 연안부두로 33번길 37,인천광역시 중구 항동7가 27-69,매일,37.4541313,126.6071645,505,농산물+수산물+가공식품+신발+음식점,,www.asijang.com,Y,Y,,032-888-4241,2024-11-04,B553077,소상공인시장진흥공단
신포시장,상설장,인천광역시 중구 우현로49번길 11-5,인천광역시 중구 신포동 3-2,매일,37.47146344,126.627806,134,농산물+수산물+가공식품,,,Y,Y,,032-764-0415,2024-11-04,B553077,소상공인시장진흥공단
강진읍시장,상설장+5일장,전라남도 강진군 강진읍 동성리 시장길 19,전라남도 강진군 강진읍 동성리 187-5,4일+9일,34.64015663,126.7743169,93,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1935,061-430-5513,2024-11-04,B553077,소상공인시장진흥공단
마량5일시장,상설장+5일장,전라남도 강진군 마량면 마량5길 11,전라남도 강진군 마량면 마량리 987-11,3일+8일,34.45095924,126.8165817,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+악세서리,,,Y,Y,1979,,2024-11-04,B553077,소상공인시장진흥공단
병영5일시장,상설장+5일장,전라남도 강진군 병영면 남삼인길 6,전라남도 강진군 병영면 삼인리 318,3일+8일,34.7138022,126.8155552,8,농산물+수산물+의류+가정용품+음식점,,,Y,Y,1932,,2024-11-04,B553077,소상공인시장진흥공단
고흥전통시장,상설장+5일장,전라남도 고흥군 고흥읍 시장길 1,전라남도 고흥군 고흥읍 남계리 628,4일+9일,34.60835694,127.2866005,170,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1915,061-833-3203,2024-11-04,B553077,소상공인시장진흥공단
과역전통시장,5일장,전라남도 고흥군 과역면 시장안길 15,전라남도 고흥군 과역면 과역리 162,5일+10일,34.67945246,127.3622598,31,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1946,,2024-11-04,B553077,소상공인시장진흥공단
녹동전통시장,상설장+5일장,전라남도 고흥군 도양읍 녹동남촌1길 24,전라남도 고흥군 도양읍 봉암리 2699-70,3일+8일,34.52787725,127.1383083,65,농산물+축산물+수산물,,,Y,Y,1947,,2024-11-04,B553077,소상공인시장진흥공단
도화전통시장,5일장,전라남도 고흥군 도화면 동신길 16-6,전라남도 고흥군 도화면 당오리 568-1,5일+10일,34.50976415,127.3218805,18,농산물+수산물,,,Y,Y,1958,,2024-11-04,B553077,소상공인시장진흥공단
동강전통시장,5일장,전라남도 고흥군 원유둔4길 13-1,전라남도 고흥군 동강면 유둔리 7-2,1일+6일,34.78037382,127.3349881,27,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1948,,2024-11-04,B553077,소상공인시장진흥공단
곡성기차마을전통시장,5일장,전라남도 곡성군 곡성로 856,전라남도 곡성군 곡성읍 읍내리 208,3일+8일,35.27976851,127.2984376,124,농산물+축산물+수산물+의류+음식점,,,Y,Y,1956,061-363-9002,2024-11-04,B553077,소상공인시장진흥공단
석곡전통시장,5일장,전라남도 곡성군 석곡면 석곡로 70,전라남도 곡성군 석곡면 석곡리 80-2,5일+10일,35.1329487,127.2540916,48,농산물+축산물+수산물+가정용품,,,Y,Y,1956,,2024-11-04,B553077,소상공인시장진흥공단
옥과5일시장,5일장,전라남도 곡성군 옥과면 리문8길 14,전라남도 곡성군 옥과면 리문리 254-5,4일+9일,35.2759017,127.1379523,44,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1964,061-363-1342,2024-11-04,B553077,소상공인시장진흥공단
광양5일시장,5일장,전라남도 광양시 광양읍 백운로 3,전라남도 광양시 광양읍 목성리 696-3,1일+6일,34.97115451,127.5904463,97,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,061-762-6800,2024-11-04,B553077,소상공인시장진흥공단
광영상설시장,상설장,전라남도 광양시 광영동 광영시장길 19,전라남도 광양시 광영동 682 A동 682-1 B동,매일,34.96144871,127.7203625,42,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1987,061-793-6366,2024-11-04,B553077,소상공인시장진흥공단
옥곡5일시장,5일장,전라남도 광양시 옥곡면 큰골1길 2-26,전라남도 광양시 옥곡면 신금리 1337-1,1일+6일,34.98850818,127.7002388,56,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,061-772-2022,2024-11-04,B553077,소상공인시장진흥공단
중마시장,상설장,전라남도 광양시 중마중앙로 88,전라남도 광양시 중동 1732-3,매일,34.93820196,127.6988477,80,농산물+축산물+수산물+가공식품+음식점,,https://jungmamarket.modoo.at/,Y,Y,1994,061-795-3484,2024-11-04,B553077,소상공인시장진흥공단
구례5일시장,5일장,전라남도 구례군 구례읍 5일시장작은길 20,전라남도 구례군 구례읍 봉동리 190-1,3일+8일,35.21015279,127.4700811,157,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+약재,,,Y,Y,1959,061-782-8484,2024-11-04,B553077,소상공인시장진흥공단
구례상설시장,상설장,전라남도 구례군 구례읍 구례1길 45-6,전라남도 구례군 구례읍 봉동리 378-1,매일,35.20961971,127.465751,43,농산물+축산물+수산물+가공식품,,,Y,Y,1976,061-782-2745,2024-11-04,B553077,소상공인시장진흥공단
지리산나들이장터,상설장,전라남도 구례군 산동면 지리산온천로 126,전라남도 구례군 산동면 원촌리 38,매일,35.31147841,127.444496,21,농산물+가공식품+음식점+체험활동,,,Y,Y,2014,061-781-5051,2024-11-04,B553077,소상공인시장진흥공단
공산5일시장,5일장,전라남도 나주시 공산면 공산로 128-4,전라남도 나주시 공산면 금곡리 862-14,1일+6일,34.94332975,126.6081282,15,농산물+수산물+의류+신발+가정용품+음식점,,,Y,N,1964,,2024-11-04,B553077,소상공인시장진흥공단
다시5일시장,5일장,전라남도 나주시 다시로 168-72,전라남도 나주시 다시면 동곡리 39-46,3일+8일,35.01574218,126.635656,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1920,,2024-11-04,B553077,소상공인시장진흥공단
세지5일장,5일장,전라남도 나주시 세지면 동창로 135-10,전라남도 나주시 세지면 오봉리 246-3,2일+7일,34.92020003,126.7475101,15,농산물+수산물+의류+신발+가정용품,,,Y,N,1936,,2024-11-04,B553077,소상공인시장진흥공단
남평5일시장,5일장,전라남도 나주시 지석로 21,전라남도 나주시 남평읍 남평리 69-1,1일+6일,35.04581389,126.8415451,38,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2007,,2024-11-04,B553077,소상공인시장진흥공단
나주목사고을시장,상설장+5일장,전라남도 나주시 청동길 14,전라남도 나주시 삼도동 1388-2,4일+9일,35.03624663,126.7237639,133,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2012,061-334-8249,2024-11-04,B553077,소상공인시장진흥공단
영산포풍물시장,5일장,전라남도 나주시 풍물시장2길 12-14,전라남도 나주시 이창동 765,5일+10일,34.99199963,126.7072637,204,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+사무실,,,Y,Y,2003,,2024-11-04,B553077,소상공인시장진흥공단
중앙식료시장,상설장,전라남도 목포시 삼일로13번길 18-2,전라남도 목포시 남교동 88-29,매일,34.79403892,126.3817975,78,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1968,061-244-1555,2024-11-04,B553077,소상공인시장진흥공단
청호시장,상설장,전라남도 목포시 석현로 28,전라남도 목포시 석현동 1171,매일,34.81537749,126.4245916,202,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1999,063-284-4389,2024-11-04,B553077,소상공인시장진흥공단
항동시장,상설장,전라남도 목포시 수강로12번길 2,전라남도 목포시 수강동1가 1,매일,34.78600878,126.3856159,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,,2024-11-04,B553077,소상공인시장진흥공단
동부시장,상설장,전라남도 목포시 영산로257번길 15,전라남도 목포시 용당동 1053,매일,34.80439429,126.3930608,268,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http www.mokpodongbu.com,Y,Y,1972,061-276-5787,2024-11-04,B553077,소상공인시장진흥공단
신중앙시장,상설장,전라남도 목포시 원산중앙로 51,전라남도 목포시 산정동 1732,매일,34.81025124,126.3775235,101,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1998,061-273-1732,2024-11-04,B553077,소상공인시장진흥공단
자유시장,상설장,전라남도 목포시 자유로 122,전라남도 목포시 산정동 1383,매일,34.79296427,126.4030688,168,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1999,061-245-1615,2024-11-04,B553077,소상공인시장진흥공단
목포종합수산시장,상설장,전라남도 목포시 해안로 265-4,전라남도 목포시 광동1가 4-13,매일,34.7877699,126.3898749,140,수산물+가공식품+음식점,,,Y,Y,1989,061-245-5096,2024-11-04,B553077,소상공인시장진흥공단
무안전통시장,상설장+5일장,전라남도 무안군 무안읍 승달로 11,전라남도 무안군 무안읍 성내리 21-6,4일+9일,34.99348251,126.4724295,65,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2016,061-453-5714,2024-11-04,B553077,소상공인시장진흥공단
일로전통시장,상설장+5일장,전라남도 무안군 시장길 11-22,전라남도 무안군 일로읍 월암리 111-9,1일+6일,34.84753364,126.4943339,56,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,,2024-11-04,B553077,소상공인시장진흥공단
벌교5일시장,5일장,전라남도 보성군 벌교읍 시장1길 10,전라남도 보성군 벌교읍 회정리 663-23,4일+9일,34.84493765,127.3450787,51,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
벌교매일시장,상설장,전라남도 보성군 벌교읍 시장2길 10-41,전라남도 보성군 벌교읍 벌교리 887-22,매일,34.84300877,127.3459893,85,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2013,061-857-7788,2024-11-04,B553077,소상공인시장진흥공단
보성매일시장,상설장,전라남도 보성군 보성읍 신흥길 9,전라남도 보성군 보성읍 보성리 895-14,매일,34.7681521,127.0806817,31,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
녹차골보성향토시장(보성읍5일시장),5일장,전라남도 보성군 보성읍 현충로 42-1,전라남도 보성군 보성읍 원봉리 2-1,2일+7일,34.76564893,127.0772318,99,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,061-852-3360,2024-11-04,B553077,소상공인시장진흥공단
복내5일시장,5일장,전라남도 보성군 송재로 1838-12,전라남도 보성군 복내면 복내리 152-14,4일+9일,34.89370035,127.1331421,24,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1989,,2024-11-04,B553077,소상공인시장진흥공단
조성5일시장,5일장,전라남도 보성군 조성면 조성로 90-6,전라남도 보성군 조성면 조성리 513-1,5일+10일,34.80647859,127.2452772,20,농산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
웃장,상설장+5일장,전라남도 순천시 북문길 40,전라남도 순천시 동외동 168-1,5일+10일,34.95864147,127.4850305,68,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1975,,2024-11-04,B553077,소상공인시장진흥공단
역전시장,상설장,전라남도 순천시 역전장길 9,전라남도 순천시 덕암동 227-1,매일,34.94374833,127.5033333,170,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1979,061-744-0272,2024-11-04,B553077,소상공인시장진흥공단
순천시아랫장(순천아랫장),5일장,전라남도 순천시 장평로 60,전라남도 순천시 풍덕동 1264,2일+7일,34.94514825,127.496084,206,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1977,061-741-3334,2024-11-04,B553077,소상공인시장진흥공단
주암시장,상설장+5일장,전라남도 순천시 주암호길 9,전라남도 순천시 주암면 광천 54-1,3일+8일,35.075741,127.2352637,25,농산물+수산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
중앙시장,상설장,전라남도 순천시 중앙시장길 18,전라남도 순천시 남내동 119-1,매일,34.95326194,127.4846047,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,,2024-11-04,B553077,소상공인시장진흥공단
괴목시장,5일장,전라남도 순천시 황전면 괴목길 17,전라남도 순천시 황전면 괴목리 45-1,4일+9일,35.10242889,127.4282501,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
승주시장,5일장,전라남도 승주읍 승주장길 14,전라남도 순천시 승주읍 서평리 43,1일+6일,35.01325231,127.3910765,18,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
지도 전통시장,상설장+5일장,전라남도 신안군 지도읍 읍내길 16-20,전라남도 신안군 지도읍 읍내리 168-6,3일+8일,35.0588198,126.2069832,66,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,,2024-11-04,B553077,소상공인시장진흥공단
해안로건어물상가시장,상설장,전라남도 여수시 교동남2길 14,전라남도 여수시 교동 88,매일,34.73953206,127.7345269,35,수산물+가공식품,,,Y,Y,1980,,2024-11-04,B553077,소상공인시장진흥공단
교동시장,상설장,전라남도 여수시 교동시장1길 17-6,전라남도 여수시 교동 605-3,매일,34.73896529,127.730219,81,농산물+축산물+수산물+가공식품+음식점,,,Y,N,1965,061-666-3778,2024-11-04,B553077,소상공인시장진흥공단
여수수산물특화시장,상설장,전라남도 여수시 남산로 60-31,전라남도 여수시 남산동 4,매일,34.73683093,127.7328973,133,수산물+음식점,,,Y,Y,2004,061-643-9944,2024-11-04,B553077,소상공인시장진흥공단
덕양시장,상설장,전라남도 여수시 소라면 하세동길 7,전라남도 여수시 소라면 덕양리 1271,매일,34.79802722,127.6314434,15,음식점,,,Y,Y,1932,,2024-11-04,B553077,소상공인시장진흥공단
(주)여수수산시장,상설장,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 680,매일,34.73813576,127.7317623,105,수산물,,,Y,Y,1969,061-662-7268,2024-11-04,B553077,소상공인시장진흥공단
(주)서시장,상설장,전라남도 여수시 좌수영로 16-6,전라남도 여수시 서교동 280,매일,34.74178725,127.7286168,230,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1982,061-642-6720,2024-11-04,B553077,소상공인시장진흥공단
여수서시장주변시장,상설장+5일장,전라남도 여수시 중앙로 3-2,전라남도 여수시 서교동 534-16,4일+9일,34.74075239,127.7283238,245,농산물+축산물+가공식품+의류,,,Y,Y,1932,061-641-0159,2024-11-04,B553077,소상공인시장진흥공단
중앙시장,상설장,전라남도 여수시 중앙로 43,전라남도 여수시 교동 400-1,매일,34.74059178,127.7325592,131,가공식품+의류+신발+가정용품+음식점+기타소매,,,Y,Y,1975,061-662-4313,2024-11-04,B553077,소상공인시장진흥공단
중앙선어시장,상설장,전라남도 여수시 중앙로 88-1,전라남도 여수시 중앙동 362-1,매일,34.73942888,127.7370587,74,수산물,,,Y,Y,1945,,2024-11-04,B553077,소상공인시장진흥공단
진남시장,상설장,전라남도 여수시 학동1길 10,전라남도 여수시 학동 35-1,매일,34.76425827,127.6641294,118,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+미용실,,,Y,Y,1984,061-682-3131,2024-11-04,B553077,소상공인시장진흥공단
쌍봉시장,상설장,전라남도 여수시 학동2길 7,전라남도 여수시 학동 35-3번지,매일,34.76414545,127.6649804,28,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+창고,,,Y,Y,1989,,2024-11-04,B553077,소상공인시장진흥공단
제일시장,상설장,전라남도 여수시 학동2길 7-4,전라남도 여수시 학동 35-2,매일,34.76419231,127.6646531,63,농산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1986,,2024-11-04,B553077,소상공인시장진흥공단
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,매일,34.76331689,127.6565415,124,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1988,,2024-11-04,B553077,소상공인시장진흥공단
영광고추특화시장,5일장,전라남도 영광군 영광읍 신남로 100-25,전라남도 영광군 영광읍 신하리 324-3,1일+6일,35.27472202,126.4935505,42,농산물,,,Y,Y,1995,061-351-3836,2024-11-04,B553077,소상공인시장진흥공단
영광터미널시장,상설장,전라남도 영광군 영광읍 신남로3길 5-3,전라남도 영광군 영광읍 남천리 321-1,매일,35.27553643,126.5030198,91,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1993,061-351-9811,2024-11-04,B553077,소상공인시장진흥공단
굴비골영광시장(구 영광매일시장),상설장,전라남도 영광군 영광읍 중앙로3길 5-22,전라남도 영광군 영광읍 도동리 186,매일,35.27513263,126.5123207,66,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1985,061-352-8500,2024-11-04,B553077,소상공인시장진흥공단
독천5일시장,5일장,전라남도 영암군 미암면 독천1길 19,전라남도 영암군 학산면 독천리 1237-2,4일+9일,34.72458908,126.567118,34,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
시종5일시장,5일장,전라남도 영암군 시종면 내동중앙로 26,전라남도 영암군 시종면 만수리 933-40,2일+7일,34.8674024,126.608099,46,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1969,,2024-11-04,B553077,소상공인시장진흥공단
신북5일시장,5일장,전라남도 영암군 신북면 황금동로 78,전라남도 영암군 신북면 월평리 126-3,3일+8일,34.8885919,126.6922237,17,농산물+축산물+수산물+가공식품+의류+신발+가정용품,,,Y,N,1964,,2024-11-04,B553077,소상공인시장진흥공단
영암5일시장,5일장,전라남도 영암군 영암읍 오일시장길 28,전라남도 영암군 영암읍 동무리 17-3,5일+10일,34.80123497,126.7005743,121,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
노화전통시장,상설장+5일장,전라남도 완도군 노화읍 이목길 62,전라남도 완도군 노화읍 이포리 678-13,2일+7일,34.17755629,126.573208,25,농산물+수산물,,,Y,Y,1968,,2024-11-04,B553077,소상공인시장진흥공단
완도전통시장(구 완도5일시장),상설장+5일장,전라남도 완도군 완도읍 개포로 34-1,전라남도 완도군 완도읍 군내리 1249-2,5일+10일,34.31610369,126.7482543,26,농산물+수산물+음식점,,,Y,Y,1981,,2024-11-04,B553077,소상공인시장진흥공단
완도남양시장(구 완도종합시장),상설장+5일장,전라남도 완도군 완도읍 개포로56번길 16-4,전라남도 완도군 완도읍 군내리 1249번지,5일+10일,34.31651727,126.7477207,27,농산물+수산물+음식점,,,Y,N,1990,,2024-11-04,B553077,소상공인시장진흥공단
사거리시장,5일장,전라남도 장성군 북이면 사남북길 22,전라남도 장성군 북이면 사거리 717-3,1일+6일,35.42767874,126.8072629,57,농산물+축산물+수산물+의류+신발+음식점,,,Y,Y,1964,061-394-3796,2024-11-04,B553077,소상공인시장진흥공단
사창시장,5일장,전라남도 장성군 삼계면 사창로 81-2,전라남도 장성군 삼계면 사창리 482-44,2일+7일,35.26039872,126.6630702,36,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1998,,2024-11-04,B553077,소상공인시장진흥공단
황룡시장,5일장,전라남도 장성군 황룡면 삼월길 5,전라남도 장성군 황룡면 월평리 151-1,4일+9일,35.2916867,126.7738864,120,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
천관산관광시장,상설장+5일장,전라남도 장흥군 관산읍 칠관로 1559-4,전라남도 장흥군 관산읍 옥당리 489-1,3일+8일,34.56279797,126.9370792,43,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1961,,2024-11-04,B553077,소상공인시장진흥공단
대덕읍전통시장(대덕시장),상설장+5일장,전라남도 장흥군 대덕읍 거정2길 10,전라남도 장흥군 대덕읍 신월리 111,5일+10일,34.49942611,126.8871306,27,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,,2024-11-04,B553077,소상공인시장진흥공단
용산시장,5일장,전라남도 장흥군 용산면 용인길 4,전라남도 장흥군 용산면 인암리 800-1,1일+6일,34.61490646,126.9153126,7,농산물+가공식품+의류+음식점,,,Y,Y,1992,,2024-11-04,B553077,소상공인시장진흥공단
장평시장,5일장,전라남도 장흥군 장평면 장택길 7,전라남도 장흥군 장평면 양촌리 224,1일+6일,34.77539717,126.9778669,11,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2024-11-04,B553077,소상공인시장진흥공단
정남진장흥토요시장,상설장+5일장,전라남도 장흥군 장흥읍 토요시장1길 53,전라남도 장흥군 장흥읍 예양리 158-2,2일+7일,34.67726772,126.9031373,140,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1961,061-864-7002,2024-11-04,B553077,소상공인시장진흥공단
진도상설전통시장,상설장,전라남도 진도군 진도읍 남동1길 57-8,전라남도 진도군 진도읍 남동리 487-5,매일,34.48135668,126.2649029,15,농산물+수산물,,,Y,Y,1985,,2024-11-04,B553077,소상공인시장진흥공단
진도읍조금시장,5일장,전라남도 진도군 진도읍 조금시장길 25,전라남도 진도군 진도읍 남동리 731,2일+7일,34.48155399,126.25734,35,농산물+수산물+의류,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
월야시장,5일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-43,5일+10일,35.17926967,126.6267791,21,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,,2024-11-04,B553077,소상공인시장진흥공단
함평천지전통시장,상설장+5일장,전라남도 함평군 함평읍 시장길 49,전라남도 함평군 함평읍 기각리 980-2,2일+7일,35.06373037,126.5234259,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1903,061-332-1126,2024-11-04,B553077,소상공인시장진흥공단
해보시장,5일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 문장리 822-116,3일+8일,35.18105262,126.6025523,28,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1943,,2024-11-04,B553077,소상공인시장진흥공단
좌일5일시장,5일장,전라남도 해남군 북일면 만월길 26-1,전라남도 해남군 북일면 흥촌리 161,3일+8일,34.46385571,126.6725613,1,농산물+축산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
북평면남창5일시장,5일장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-1,2일+7일,34.40453441,126.6267107,16,수산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
송지산정5일시장,5일장,전라남도 해남군 송지면 산정1길 96,전라남도 해남군 송지면 산정리 772-3,2일+7일,34.36966913,126.5191941,40,농산물+수산물+의류,,,Y,Y,1967,,2024-11-04,B553077,소상공인시장진흥공단
해남읍5일시장,5일장,전라남도 해남군 해남읍 중앙2로 76,전라남도 해남군 해남읍 고도리 102-4,1일+6일,34.56878428,126.5971547,129,농산물+수산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
화원5일시장,5일장,전라남도 해남군 화원면 금평길 14,전라남도 해남군 화원면 금평리 239,5일+10일,34.66949685,126.3282268,50,수산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
남리5일시장,5일장,전라남도 해남군 황산면 시등로 111-11,전라남도 해남군 황산면 남리리 7번지,3일+8일,34.57533982,126.4324836,41,농산물+수산물,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
사평전통시장,5일장,전라남도 화순군 남면 사평길 32,전라남도 화순군 사평리 1049-90,5일+10일,35.00464044,127.0970498,52,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,N,1964,,2024-11-04,B553077,소상공인시장진흥공단
능주전통시장,5일장,전라남도 화순군 능주면 학포로 1955,전라남도 화순군 능주면 관영리 94-8,5일+10일,34.99091732,126.959364,45,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1923,061-372-1178,2024-11-04,B553077,소상공인시장진흥공단
동복전통시장,5일장,전라남도 화순군 동복면 동복시장길 19,전라남도 화순군 동복면 천변리 92,2일+7일,35.07163148,127.1257557,20,농산물+수산물+가공식품+가정용품,,,N,N,1910,,2024-11-04,B553077,소상공인시장진흥공단
이양전통시장,5일장,전라남도 화순군 이양면 이양로 29-19,전라남도 화순군 이양면 이양리 303-3,4일+9일,34.88251292,126.9868713,13,농산물+수산물+의류+신발+가정용품,,,Y,Y,1964,,2024-11-04,B553077,소상공인시장진흥공단
화순고인돌전통시장,5일장,전라남도 화순군 화순읍 시장길 42,전라남도 화순군 화순읍 삼천리 621,3일+8일,35.05909434,126.9833988,100,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,061-375-0330,2024-11-04,B553077,소상공인시장진흥공단
고창전통시장,상설장+5일장,전북특별자치도 고창군 고창읍 동리로 62-11,전북특별자치도 고창군 고창읍 읍내리 367,3일+8일,35.43266573,126.6987711,74,수산물,,,Y,Y,1965,063-564-3097,2024-11-04,B553077,소상공인시장진흥공단
대산전통시장,5일장,전북특별자치도 고창군 대산면 공음대산로 935,전북특별자치도 고창군 대산면 매산리 200-13,2일+7일,35.34010335,126.598984,67,농산물,,,Y,Y,1967,,2024-11-04,B553077,소상공인시장진흥공단
무장전통시장,5일장,전북특별자치도 고창군 무장면 왕제산로 725,전북특별자치도 고창군 무장면 무장리 85-1,5일+10일,35.41442783,126.560604,29,수산물,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
상하전통시장,5일장,전북특별자치도 고창군 상하면 상하1길 8-3,전북특별자치도 고창군 상하면 하장리 939-3,1일+6일,35.44409017,126.4917538,22,수산물,,,Y,Y,1974,,2024-11-04,B553077,소상공인시장진흥공단
해리전통시장,5일장,전북특별자치도 고창군 해리면 해리중앙로 64-12,전북특별자치도 고창군 해리면 하련리 685-55,4일+9일,35.45865884,126.5422037,29,수산물,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
흥덕전통시장,5일장,전북특별자치도 고창군 흥덕면 흥덕시장길 3,전북특별자치도 고창군 흥덕면 흥덕리 239-1,4일+9일,35.52058772,126.7002195,11,농산물,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
역전종합시장,상설장,전북특별자치도 군산시 구암3 1로 13-1,전북특별자치도 군산시 대명동 138-151,매일,35.98098567,126.7203651,92,농산물+수산물,,,Y,Y,1965,063-443-4192,2024-11-04,B553077,소상공인시장진흥공단
대야전통시장,상설장+5일장,전북특별자치도 군산시 대야면 대야시장로 7-1,전북특별자치도 군산시 대야면 산월리 401-1,1일+6일,35.9448597,126.816085,53,농산물+묘목,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
군산신영시장,상설장,전북특별자치도 군산시 동신영길 56,전북특별자치도 군산시 신영동 19-5,매일,35.98561509,126.72012,77,농산물+수산물,,,Y,Y,1985,070-7788-3412,2024-11-04,B553077,소상공인시장진흥공단
