시장명,별점,리뷰
광명시 광명전통시장,4.37,"['jsc**** 리뷰 344 사진 335 팔로우 광명에 살다가 멀리 이사 갔지만 광명에 볼일이 있으면 광명시장은 자주 들러 이것저것 사오네요. 갈치 두마리에 만오천 주고 구매 했네요. 한마리는 구워먹고 한마리는 조림 해서 저녁 먹어야 겠어요 더보기 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.5.목 2025년 6월 5일 목요일 2번째 방문 인증 수단 영수증', 'jun**** 리뷰 2,371 사진 98 팔로우 좋아요 친절해요 반응 남기기 방문일 6.2.월 2025년 6월 2일 월요일 1번째 방문 인증 수단 영수증', '수우우우우웅 리뷰 205 사진 302 팔로워 14 팔로우 지역화폐 결제도 되고 먹거리도 풍부하고 좋아요! 먹거리가 풍부해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.18.일 2025년 5월 18일 일요일 1번째 방문 인증 수단 영수증', 'dbfql 리뷰 2,142 사진 137 팔로우 . 주차하기 편해요 반응 남기기 방문일 4.30.수 2025년 4월 30일 수요일 6번째 방문 인증 수단 영수증', 'dbfql 리뷰 2,142 사진 137 팔로우 . 특색 있는 제품이 많아요 반응 남기기 방문일 4.12.토 2025년 4월 12일 토요일 5번째 방문 인증 수단 영수증', 'winner5580 리뷰 1,136 사진 471 팔로워 35 팔로우 여기가 너무 좋았습니다. 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.7.월 2025년 4월 7일 월요일 1번째 방문 인증 수단 영수증', 'Min2925 리뷰 2,139 사진 125 팔로우 . 시설이 깔끔해요 반응 남기기 방문일 4.1.화 2025년 4월 1일 화요일 2번째 방문 인증 수단 영수증', '스스걸 리뷰 2,400 사진 440 팔로우 떡갈비 맛있어요. 밥반찬으로도 좋고 햄버거처럼 먹어도 좋아요 볼거리가 많아요 반응 남기기 방문일 3.31.월 2025년 3월 31일 월요일 1번째 방문 인증 수단 영수증', 'jsc**** 리뷰 344 사진 335 팔로우 광명시장 안에 있는 단골 떡집 떡집 사장님 인상도 좋으신데 친절 하셔서 갈때마다 이것저것 사게 되는 떡 맛집 떡 쫄깃쫄깃 하고 맛있어요 더보기 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.23.일 2025년 3월 23일 일요일 1번째 방문 인증 수단 영수증', '영웅짱52 리뷰 292 사진 18 팔로우 저렴해요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.15.토 2025년 3월 15일 토요일 1번째 방문 인증 수단 영수증']"
광주시 경안시장,4.27,"['케어베어유 리뷰 1,163 사진 501 팔로워 32 팔로우 터키케밥 사먹었는데 맛있어요! 친절해요 반응 남기기 방문일 5.6.화 2025년 5월 6일 화요일 1번째 방문 인증 수단 영수증', 'aud**** 리뷰 1,558 사진 231 팔로우 좋아요 볼거리가 많아요 반응 남기기 방문일 24.11.6.수 2024년 11월 6일 수요일 1번째 방문 인증 수단 영수증', '아웃 싸이더 리뷰 874 사진 192 팔로우 주차장 주차하기 편해요 반응 남기기 방문일 24.8.29.목 2024년 8월 29일 목요일 1번째 방문 인증 수단 영수증', '뀨쀼뀨쮸 리뷰 954 사진 811 팔로우 . 볼거리가 많아요 반응 남기기 방문일 24.5.29.수 2024년 5월 29일 수요일 1번째 방문 인증 수단 영수증', 'Y0H2Lee 리뷰 1,712 사진 8 팔로우 ㆍ 반응 남기기 방문일 24.4.22.월 2024년 4월 22일 월요일 1번째 방문 인증 수단 영수증', 'cls**** 리뷰 762 팔로우 가까운 시장 반응 남기기 방문일 24.3.23.토 2024년 3월 23일 토요일 1번째 방문 인증 수단 영수증', 'kjs**** 리뷰 2,296 사진 1 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.2.25.일 2024년 2월 25일 일요일 2번째 방문 인증 수단 영수증', 'sor**** 리뷰 658 사진 15 팔로우 반찬종류가많고맛나요 볼거리가 많아요 반응 남기기 방문일 23.12.2.토 2023년 12월 2일 토요일 1번째 방문 인증 수단 영수증', '백서향4760 리뷰 48 사진 104 팔로우 맛있어요ㆍ자주 애용하고있어요 특색 있는 제품이 많아요 반응 남기기 방문일 23.10.30.월 2023년 10월 30일 월요일 1번째 방문 인증 수단 결제내역', '550**** 리뷰 471 사진 4 팔로우 시장구경하고 장보구 즐거운시간 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.14.토 2023년 10월 14일 토요일 1번째 방문 인증 수단 영수증']"
구리시 구리전통시장,4.33,"['리베로챙나무 리뷰 696 사진 788 팔로워 15 팔로우 들어가는 입구 엄청 좁고, 밤12시 넘어서 출입구를 다 막아놔서 엄청 당황스러웠음; 차 다니는 길로 올라갔음; 대리기사님도 공영2주차장이 더 낫다고 하심. 불편해요; 키워드 누를게 없어요.. 더보기 반응 남기기 방문일 6.8.일 2025년 6월 8일 일요일 1번째 방문 인증 수단 영수증', '오기만물상의이세상탐험기 리뷰 411 사진 431 팔로워 4 팔로우 오리보리...바지락칼국수 2인분. 어머니와 점심 데이트... 다음번에는 서리태 콩국수를 도전하기로., . 친절해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.5.목 2025년 6월 5일 목요일 2번째 방문 인증 수단 결제내역', '장미나8124 리뷰 2,220 사진 3 팔로워 4 팔로우 좋아요 볼거리가 많아요 반응 남기기 방문일 5.28.수 2025년 5월 28일 수요일 1번째 방문 인증 수단 영수증', '산도아빠 리뷰 1,598 사진 10 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.28.수 2025년 5월 28일 수요일 1번째 방문 인증 수단 영수증', 'jjunga 리뷰 2,844 사진 76 팔로우 공용주차비가싸서 시장갈맛나네요 볼거리가 많아요 반응 남기기 방문일 5.24.토 2025년 5월 24일 토요일 1번째 방문 인증 수단 결제내역', '고객리 리뷰 2,029 사진 1,148 팔로워 35 팔로우 주차 힘듦 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.23.금 2025년 5월 23일 금요일 7번째 방문 인증 수단 영수증', 'ju**** 리뷰 2,761 사진 10 팔로우 ㄴ 친절해요 반응 남기기 방문일 5.20.화 2025년 5월 20일 화요일 1번째 방문 인증 수단 결제내역', '노랑병아 리뷰 173 사진 20 팔로워 1 팔로우 호떡이 맛있어요 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.19.월 2025년 5월 19일 월요일 1번째 방문 인증 수단 결제내역', 'banabasantiago 리뷰 266 사진 114 팔로우 구리시 유채꽃축제에서 오징어순대 먹었는데 맛있네요. 전통 오징어순대! 만족스러웠어요. 먹거리가 풍부해요 반응 남기기 방문일 5.11.일 2025년 5월 11일 일요일 1번째 방문 인증 수단 영수증', 'kmh**** 리뷰 960 사진 311 팔로우 구리전통시장에서 준비한 유채꽃축제 먹거리~ 잘 먹고 구경도 잘 했는데.. 비가 온 후라 잔디밭이.. ㅎㅎ 먹거리가 풍부해요 반응 남기기 방문일 5.11.일 2025년 5월 11일 일요일 2번째 방문 인증 수단 영수증']"
군포시 군포역전시장,4.27,"['루키1089 리뷰 864 사진 311 팔로우 친절 친절해요 반응 남기기 방문일 24.12.13.금 2024년 12월 13일 금요일 1번째 방문 인증 수단 영수증', 'SSUNSEE 리뷰 670 사진 13 팔로우 굿 반응 남기기 방문일 24.12.2.월 2024년 12월 2일 월요일 1번째 방문 인증 수단 영수증', 'destiny0 리뷰 1,548 사진 754 팔로워 38 테마 1 팔로우 분식이 맛있고 구경 할 것이 많아요. 볼거리가 많아요 반응 남기기 방문일 24.11.2.토 2024년 11월 2일 토요일 1번째 방문 인증 수단 영수증', '뽕글이89 리뷰 640 사진 1 팔로우 친절해요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.22.일 2023년 10월 22일 일요일 1번째 방문 인증 수단 영수증', 'yjk**** 리뷰 224 사진 1 팔로우 굿 친절해요 반응 남기기 방문일 22.12.27.화 2022년 12월 27일 화요일 1번째 방문 인증 수단 영수증', 'jb1**** 리뷰 726 사진 4 팔로우 국 친절해요 반응 남기기 방문일 22.12.27.화 2022년 12월 27일 화요일 1번째 방문 인증 수단 영수증', '사니조아9 리뷰 1,871 사진 1 팔로우 ♡ 반응 남기기 방문일 22.5.13.금 2022년 5월 13일 금요일 1번째 방문 인증 수단 영수증', '드림060 리뷰 845 사진 10 팔로워 3 팔로우 굿 반응 남기기 방문일 22.2.15.화 2022년 2월 15일 화요일 1번째 방문 인증 수단 영수증', 'ws**** 리뷰 588 사진 119 팔로우 좋아요 품질이 좋아요 반응 남기기 방문일 22.1.8.토 2022년 1월 8일 토요일 1번째 방문 인증 수단 영수증', 'jungune 리뷰 710 사진 9 팔로우 별점 3.5 점 굿 반응 남기기 방문일 21.3.9.화 2021년 3월 9일 화요일 1번째 방문 인증 수단 영수증']"
군포시 산본시장,4.21,"['naree4123 리뷰 410 사진 12 팔로우 좋아요 반응 남기기 방문일 21.10.13.수 2021년 10월 13일 수요일 1번째 방문 인증 수단 영수증', 'JIJU 리뷰 240 사진 33 팔로워 2 팔로우 별점 5 점 좋아요 반응 남기기 방문일 21.6.8.화 2021년 6월 8일 화요일 1번째 방문 인증 수단 영수증', 'fighter 리뷰 184 사진 4 팔로우 별점 4 점 굿 반응 남기기 방문일 21.5.17.월 2021년 5월 17일 월요일 1번째 방문 인증 수단 영수증', 'hoh**** 리뷰 1,619 사진 1 팔로우 별점 3.5 점 자주가는 울동네 시장~ 반응 남기기 방문일 21.3.3.수 2021년 3월 3일 수요일 1번째 방문 인증 수단 영수증', '두형사 리뷰 469 팔로우 별점 4 점 좋아요 반응 남기기 방문일 21.2.25.목 2021년 2월 25일 목요일 1번째 방문 인증 수단 영수증', '19**** 리뷰 111 사진 52 팔로우 별점 4 점 야채도 신선 반응 남기기 방문일 21.2.21.일 2021년 2월 21일 일요일 1번째 방문 인증 수단 영수증', '정재민76 리뷰 157 팔로우 별점 5 점 국 반응 남기기 방문일 21.1.29.금 2021년 1월 29일 금요일 1번째 방문 인증 수단 영수증', 'psj**** 리뷰 649 사진 9 팔로워 1 팔로우 별점 4.5 점 . 반응 남기기 방문일 21.1.22.금 2021년 1월 22일 금요일 1번째 방문 인증 수단 영수증', '표현의자유 리뷰 1,078 사진 7 팔로우 별점 5 점 ... 반응 남기기 방문일 21.1.16.토 2021년 1월 16일 토요일 2번째 방문 인증 수단 영수증', 'gum**** 리뷰 1,454 사진 138 팔로워 1 팔로우 별점 4.5 점 굿 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 20.12.27.일 2020년 12월 27일 일요일 8번째 방문 인증 수단 영수증']"
김포시 통진시장,,"['clara4816 리뷰 1,101 사진 1 팔로우 친절 감사합니다 친절해요 반응 남기기 방문일 23.8.20.일 2023년 8월 20일 일요일 1번째 방문 인증 수단 영수증', 'rim**** 리뷰 536 사진 40 팔로우 맛 있어요 시설이 깔끔해요 반응 남기기 방문일 23.8.6.일 2023년 8월 6일 일요일 1번째 방문 인증 수단 영수증', '향기얌 리뷰 1,240 사진 11 팔로우 좋아요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.7.17.월 2023년 7월 17일 월요일 1번째 방문 인증 수단 영수증', 'wld**** 리뷰 1,686 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.7.13.목 2023년 7월 13일 목요일 1번째 방문 인증 수단 영수증', 'hee3486 리뷰 416 사진 22 팔로워 19 팔로우 좋아요 특색 있는 제품이 많아요 반응 남기기 방문일 23.5.16.화 2023년 5월 16일 화요일 2번째 방문 인증 수단 영수증', 'hee3486 리뷰 416 사진 22 팔로워 19 팔로우 좋아요 품질이 좋아요 반응 남기기 방문일 23.5.10.수 2023년 5월 10일 수요일 1번째 방문 인증 수단 영수증', '개쑹 리뷰 18 사진 17 팔로워 1 팔로우 현지인맛집입니다!! 메뉴판에 한국어없지만 우리에겐 번역기가있죠! 어떤걸먹어도 맛있을듯 더보기 가성비가 좋아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.5.7.일 2023년 5월 7일 일요일 1번째 방문 인증 수단 영수증', 'dk5764 리뷰 1,752 사진 10 팔로우 좋아요 친절해요 반응 남기기 방문일 23.5.4.목 2023년 5월 4일 목요일 1번째 방문 인증 수단 영수증', 'nja**** 리뷰 16 사진 11 팔로우 사장님이 친절했어요~ 버섯에 대해서 가까이서 보고 체험할수 있어서 좋았어요~~ 아이들에게 좋은기회가 될수있어서 너무 좋았던거 같아요?? 방방이와 에어바운서도 한몫했습니다?? 더보기 친절해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.4.1.토 2023년 4월 1일 토요일 1번째 방문 인증 수단 영수증', '봄바람 살랑58 리뷰 131 팔로우 나시고랭 먹음. 먹어보지 못한 맛 종류가 다양해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.2.18.토 2023년 2월 18일 토요일 1번째 방문 인증 수단 영수증']"
김포시 양곡오라니장터시장,,"['Yakkk 리뷰 210 사진 135 팔로우 토스트 맛있어요! 친절해요 반응 남기기 방문일 23.6.25.일 2023년 6월 25일 일요일 1번째 방문 인증 수단 영수증', 'han**** 리뷰 985 사진 368 팔로우 밖에서 사먹는것 보다 양도 많고 맛도 좋아요 저희는 쭈꾸미는 무조건 오라방입니다 가성비가 좋아요 반응 남기기 방문일 22.12.2.금 2022년 12월 2일 금요일 1번째 방문 인증 수단 영수증']"
남양주시 남양주장현 전통시장,,"['ven**** 리뷰 1,720 사진 436 팔로우 친절해요 반응 남기기 방문일 6.3.화 2025년 6월 3일 화요일 1번째 방문 인증 수단 영수증', 'may**** 리뷰 1,322 사진 1,202 팔로워 20 팔로우 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.18.수 2024년 12월 18일 수요일 1번째 방문 인증 수단 영수증', '원슝이잉 리뷰 1,046 사진 223 팔로우 좋아요 친절해요 반응 남기기 방문일 24.8.25.일 2024년 8월 25일 일요일 1번째 방문 인증 수단 영수증', 'sy**** 리뷰 304 팔로우 맛있어요 친절해요 반응 남기기 방문일 24.8.23.금 2024년 8월 23일 금요일 1번째 방문 인증 수단 영수증', '핑크베넘 리뷰 1,321 사진 37 팔로우 좋아요 볼거리가 많아요 반응 남기기 방문일 24.8.20.화 2024년 8월 20일 화요일 1번째 방문 인증 수단 영수증', '항상나를사랑 리뷰 2,441 사진 5,745 팔로우 친절해요 ㅋㅋ 맛있게 잘 먹겠습니다 고맙습니다 수고하세요 친절해요 반응 남기기 방문일 23.12.7.목 2023년 12월 7일 목요일 1번째 방문 인증 수단 영수증', 'uio**** 리뷰 1,226 사진 2 팔로우 친절하시고 설명도 잘해주시고 덤도 마니주세요~ 볼거리가 많아요 반응 남기기 방문일 23.11.16.목 2023년 11월 16일 목요일 1번째 방문 인증 수단 영수증', '수피아8174 리뷰 956 사진 629 팔로우 재래시장이라 볼거리가 많아요 친절해요 반응 남기기 방문일 23.11.3.금 2023년 11월 3일 금요일 1번째 방문 인증 수단 영수증', 'kib**** 리뷰 2,494 팔로우 ㅇ 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.27.금 2023년 10월 27일 금요일 2번째 방문 인증 수단 영수증', '도원42 리뷰 956 사진 133 팔로우 굿 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.9.26.화 2023년 9월 26일 화요일 1번째 방문 인증 수단 영수증']"
동두천시 동두천제일시장,,[]
동두천시 동두천큰시장,,"['뉴헌터 리뷰 1,542 사진 14 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.5.7.화 2024년 5월 7일 화요일 1번째 방문 인증 수단 영수증', '스니유 리뷰 1,269 사진 295 팔로우 ?????????? 친절해요 반응 남기기 방문일 23.8.23.수 2023년 8월 23일 수요일 1번째 방문 인증 수단 영수증', 'tkd**** 리뷰 549 사진 8 팔로우 ?? 친절해요 반응 남기기 방문일 23.6.5.월 2023년 6월 5일 월요일 1번째 방문 인증 수단 영수증', '라우2 리뷰 1,188 사진 546 팔로우 친절하시고 덤을 많이 주셔요 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.5.8.월 2023년 5월 8일 월요일 1번째 방문 인증 수단 영수증', '토쿠노시온 리뷰 717 팔로워 1 팔로우 . 반응 남기기 방문일 23.3.25.토 2023년 3월 25일 토요일 1번째 방문 인증 수단 영수증', 'kklyd 리뷰 1,244 사진 201 팔로우 굿 품질이 좋아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.3.12.일 2023년 3월 12일 일요일 1번째 방문 인증 수단 영수증', 'lju**** 리뷰 321 사진 18 팔로우 전통시장에서구입했어요 마트보다 싱싱해보이네요 품질이 좋아요 반응 남기기 방문일 22.11.13.일 2022년 11월 13일 일요일 1번째 방문 인증 수단 영수증', 'gjw**** 리뷰 236 팔로우 굿 종류가 다양해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.10.29.토 2022년 10월 29일 토요일 1번째 방문 인증 수단 영수증', 'h86**** 리뷰 1,285 사진 2 팔로우 굿 종류가 다양해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.10.29.토 2022년 10월 29일 토요일 1번째 방문 인증 수단 영수증', '콩자85 리뷰 3,213 사진 902 팔로워 36 팔로우 굿 분위기가 편안해요 반응 남기기 방문일 22.10.23.일 2022년 10월 23일 일요일 1번째 방문 인증 수단 영수증']"
동두천시 세아프라자상가,,"['봄마미98 리뷰 29 사진 6 팔로우 음식이 모두 맛있었어요~ 소식하는 편인데 배부르게 다 먹었는데도 속이 거북하지 않고 깔끔해요 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.10.22.토 2022년 10월 22일 토요일 1번째 방문 인증 수단 영수증', '하늘바라기79 리뷰 770 사진 2 팔로워 2 팔로우 ㅇ 반응 남기기 방문일 22.9.15.목 2022년 9월 15일 목요일 1번째 방문 인증 수단 영수증', 'iya67 리뷰 539 사진 9 팔로우 맛있어요 반응 남기기 방문일 22.8.30.화 2022년 8월 30일 화요일 1번째 방문 인증 수단 영수증', '말괄량이318 리뷰 1,520 사진 26 팔로우 ?? 반응 남기기 방문일 22.8.10.수 2022년 8월 10일 수요일 1번째 방문 인증 수단 영수증', 'guswn7456 리뷰 1,109 사진 198 팔로우 굿 반응 남기기 방문일 22.8.2.화 2022년 8월 2일 화요일 1번째 방문 인증 수단 영수증', 'iD rich 리뷰 517 사진 4 팔로우 굿 반응 남기기 방문일 22.7.8.금 2022년 7월 8일 금요일 3번째 방문 인증 수단 영수증', 'iD rich 리뷰 517 사진 4 팔로우 굿 반응 남기기 방문일 22.7.8.금 2022년 7월 8일 금요일 2번째 방문 인증 수단 영수증', 'iD rich 리뷰 517 사진 4 팔로우 굿 반응 남기기 방문일 22.7.5.화 2022년 7월 5일 화요일 1번째 방문 인증 수단 영수증', 'frd**** 리뷰 309 팔로우 굿 반응 남기기 방문일 22.5.15.일 2022년 5월 15일 일요일 1번째 방문 인증 수단 영수증', 'dnj**** 리뷰 3,043 사진 16 팔로우 좋아요 반응 남기기 방문일 22.5.5.목 2022년 5월 5일 목요일 1번째 방문 인증 수단 영수증']"
부천시 조공시장,,[]
부천시 부천상동시장,4.28,"['멍든사슴8 리뷰 115 사진 3 팔로우 추석 명절 구입 - 2 볼거리가 많아요 반응 남기기 방문일 24.9.15.일 2024년 9월 15일 일요일 1번째 방문 인증 수단 영수증', 'kim6477 리뷰 2,039 사진 17 팔로우 좋아요 친절해요 반응 남기기 방문일 23.9.13.수 2023년 9월 13일 수요일 1번째 방문 인증 수단 영수증', '제로콜 리뷰 1,016 사진 98 팔로우 굿굿굿조아여 가성비가 좋아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.11.16.수 2022년 11월 16일 수요일 1번째 방문 인증 수단 영수증', 'ohe**** 리뷰 655 사진 1 팔로우 매장이넓어 앉아서얘기하기좋아요ㆍ 시설이 깔끔해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 22.11.1.화 2022년 11월 1일 화요일 2번째 방문 인증 수단 영수증', '가릴라 리뷰 702 사진 3 팔로우 굿 반응 남기기 방문일 22.9.20.화 2022년 9월 20일 화요일 1번째 방문 인증 수단 영수증', '맑은바다로 리뷰 604 사진 14 팔로우 조아요 반응 남기기 방문일 22.9.5.월 2022년 9월 5일 월요일 1번째 방문 인증 수단 영수증', 'ooo**** 리뷰 1,139 사진 12 팔로우 친절합니다 반응 남기기 방문일 22.8.31.수 2022년 8월 31일 수요일 1번째 방문 인증 수단 영수증', '모링가90 리뷰 749 사진 5 팔로우 좋아요 반응 남기기 방문일 22.8.14.일 2022년 8월 14일 일요일 1번째 방문 인증 수단 영수증', 'One of Star 리뷰 636 사진 2 팔로우 좋아요. 다음에 또 갈게요. 매장이 넓어요 반응 남기기 방문일 22.8.10.수 2022년 8월 10일 수요일 1번째 방문 인증 수단 영수증', 'endel88 리뷰 609 팔로우 굿 반응 남기기 방문일 22.8.5.금 2022년 8월 5일 금요일 1번째 방문 인증 수단 영수증']"
부천시 역곡남부시장,4.14,"['인생은 고맙다 리뷰 2,764 사진 53 팔로우 굿 친절해요 반응 남기기 방문일 2.20.목 2025년 2월 20일 목요일 1번째 방문 인증 수단 영수증', 'sbi702000 리뷰 1,324 사진 347 팔로워 1 팔로우 기름제거를  잘해줘 담백하게  잘 먹었어요~^^ 친절해요 반응 남기기 방문일 24.10.1.화 2024년 10월 1일 화요일 1번째 방문 인증 수단 결제내역', 'pck**** 리뷰 2,991 팔로우 좋아요 친절해요 반응 남기기 방문일 23.12.18.월 2023년 12월 18일 월요일 2번째 방문 인증 수단 영수증', 'demzzi 리뷰 1,073 사진 436 팔로워 19 팔로우 좋아요 친절해요 반응 남기기 방문일 23.12.8.금 2023년 12월 8일 금요일 2번째 방문 인증 수단 영수증', 'lee**** 리뷰 1,064 팔로우 좋아요 친절해요 반응 남기기 방문일 23.11.22.수 2023년 11월 22일 수요일 12번째 방문 인증 수단 영수증', '윤식엄마13 리뷰 910 팔로우 좋아요 편의시설이 잘 되어있어요 반응 남기기 방문일 23.11.22.수 2023년 11월 22일 수요일 1번째 방문 인증 수단 영수증', 'ssjjii76 리뷰 979 사진 945 팔로우 양이 많아요 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.11.2.목 2023년 11월 2일 목요일 3번째 방문 인증 수단 영수증', 'ssjjii76 리뷰 979 사진 945 팔로우 앙이 많아요 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.17.화 2023년 10월 17일 화요일 2번째 방문 인증 수단 영수증', 'pck**** 리뷰 2,991 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.16.월 2023년 10월 16일 월요일 1번째 방문 인증 수단 영수증', '짱아7049 리뷰 1,161 사진 25 팔로우 좋아요 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.9.14.목 2023년 9월 14일 목요일 2번째 방문 인증 수단 영수증']"
부천시 부천자유시장,4.26,"['우니z 리뷰 652 사진 148 팔로우 콩국물 맛있어요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.1.일 2025년 6월 1일 일요일 5번째 방문 인증 수단 영수증', '아리마빡 리뷰 3,164 사진 40 팔로워 29 팔로우 좋아요 친절해요 반응 남기기 방문일 5.27.화 2025년 5월 27일 화요일 2번째 방문 인증 수단 영수증', '100349 리뷰 1,975 사진 132 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 3.31.월 2025년 3월 31일 월요일 1번째 방문 인증 수단 영수증', '제시카메룬 리뷰 335 사진 310 팔로우 시장에 장보러 자주가는데요 가끔 맛난 찌장과 짬뽕이 먹고싶을때 들러 먹고간답니다 다른 중국집에 비해 비싸긴해도 고기 짬뽕이 넘 맛나서 국물까지 싸악~다 마시고 올정도랍니다  고기 짜장도 얼마나 맛나는지..건더기 까지 싹싹 긁어 먹꼬 온답니다 ^^ 그렇지만  제 갠적인 입맛은  고기짬뽕이 제입에 맛더라구요 국물도 얼큰하고..무엇보다 불맛이 끝내주더라구요 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 2.27.목 2025년 2월 27일 목요일 1번째 방문 인증 수단 영수증', 'kim**** 리뷰 6,197 사진 88 팔로우 참기름사옴 볼거리가 많아요 반응 남기기 방문일 1.20.월 2025년 1월 20일 월요일 3번째 방문 인증 수단 영수증', '우니z 리뷰 652 사진 148 팔로우 고향떡집 다녀왔어요 떡도 맛있고 식혜도 맛있어요 먹거리가 풍부해요 반응 남기기 방문일 1.3.금 2025년 1월 3일 금요일 4번째 방문 인증 수단 영수증', '욍눈이 리뷰 1,490 사진 7 팔로우 좋아요 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.11.6.수 2024년 11월 6일 수요일 2번째 방문 인증 수단 영수증', '길똥55 리뷰 993 사진 268 팔로우 부천 자유시장 영진고추기름집 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.29.화 2024년 10월 29일 화요일 1번째 방문 인증 수단 영수증', 'kim**** 리뷰 6,197 사진 88 팔로우 시장봄 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.7.월 2024년 10월 7일 월요일 2번째 방문 인증 수단 영수증', '말랑8434 리뷰 460 사진 100 팔로우 시장 좋아요 볼거리가 많아요 반응 남기기 방문일 24.9.18.수 2024년 9월 18일 수요일 1번째 방문 인증 수단 영수증']"
